csp,service,field_path,item_var_path,field_type,is_id,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,operators,operators_no_value,python_call,http_path
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.add_watchlist,read_get,Yes,ibm.case_management.add_watchlist,ibm.case_management.add_watchlist,1,0,ibm.case_management.add_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.get_authenticator,read_get,Yes,ibm.case_management.get_authenticator,ibm.case_management.get_authenticator,1,0,ibm.case_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.get_case,read_get,Yes,ibm.case_management.get_case,ibm.case_management.get_case,1,0,ibm.case_management.get_case[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.get_cases,read_get,Yes,ibm.case_management.get_cases,ibm.case_management.get_cases,1,0,ibm.case_management.get_cases[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.get_enable_gzip_compression,read_get,Yes,ibm.case_management.get_enable_gzip_compression,ibm.case_management.get_enable_gzip_compression,1,0,ibm.case_management.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.get_http_client,read_get,Yes,ibm.case_management.get_http_client,ibm.case_management.get_http_client,1,0,ibm.case_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].name,item.name,string,Yes,ibm.case_management.remove_watchlist,read_get,Yes,ibm.case_management.remove_watchlist,ibm.case_management.remove_watchlist,1,0,ibm.case_management.remove_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.add_watchlist,read_get,Yes,ibm.case_management.add_watchlist,ibm.case_management.add_watchlist,1,0,ibm.case_management.add_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.get_authenticator,read_get,Yes,ibm.case_management.get_authenticator,ibm.case_management.get_authenticator,1,0,ibm.case_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.get_case,read_get,Yes,ibm.case_management.get_case,ibm.case_management.get_case,1,0,ibm.case_management.get_case[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.get_cases,read_get,Yes,ibm.case_management.get_cases,ibm.case_management.get_cases,1,0,ibm.case_management.get_cases[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.get_enable_gzip_compression,read_get,Yes,ibm.case_management.get_enable_gzip_compression,ibm.case_management.get_enable_gzip_compression,1,0,ibm.case_management.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.get_http_client,read_get,Yes,ibm.case_management.get_http_client,ibm.case_management.get_http_client,1,0,ibm.case_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].status,item.status,string,No,ibm.case_management.remove_watchlist,read_get,Yes,ibm.case_management.remove_watchlist,ibm.case_management.remove_watchlist,1,0,ibm.case_management.remove_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.add_watchlist,read_get,Yes,ibm.case_management.add_watchlist,ibm.case_management.add_watchlist,1,0,ibm.case_management.add_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.get_authenticator,read_get,Yes,ibm.case_management.get_authenticator,ibm.case_management.get_authenticator,1,0,ibm.case_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.get_case,read_get,Yes,ibm.case_management.get_case,ibm.case_management.get_case,1,0,ibm.case_management.get_case[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.get_cases,read_get,Yes,ibm.case_management.get_cases,ibm.case_management.get_cases,1,0,ibm.case_management.get_cases[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.get_enable_gzip_compression,read_get,Yes,ibm.case_management.get_enable_gzip_compression,ibm.case_management.get_enable_gzip_compression,1,0,ibm.case_management.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.get_http_client,read_get,Yes,ibm.case_management.get_http_client,ibm.case_management.get_http_client,1,0,ibm.case_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,case_management,items[].tags,item.tags,array,No,ibm.case_management.remove_watchlist,read_get,Yes,ibm.case_management.remove_watchlist,ibm.case_management.remove_watchlist,1,0,ibm.case_management.remove_watchlist[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.list_catalogs,read_list,Yes,ibm.catalog_management.list_catalogs,ibm.catalog_management.list_catalogs,1,0,ibm.catalog_management.list_catalogs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.add_object_access_list,read_get,Yes,ibm.catalog_management.add_object_access_list,ibm.catalog_management.add_object_access_list,1,0,ibm.catalog_management.add_object_access_list[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.delete_object_access_list,read_get,Yes,ibm.catalog_management.delete_object_access_list,ibm.catalog_management.delete_object_access_list,1,0,ibm.catalog_management.delete_object_access_list[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_authenticator,read_get,Yes,ibm.catalog_management.get_authenticator,ibm.catalog_management.get_authenticator,1,0,ibm.catalog_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_catalog,read_get,Yes,ibm.catalog_management.get_catalog,ibm.catalog_management.get_catalog,1,0,ibm.catalog_management.get_catalog[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_catalog_account,read_get,Yes,ibm.catalog_management.get_catalog_account,ibm.catalog_management.get_catalog_account,1,0,ibm.catalog_management.get_catalog_account[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_catalog_account_audit,read_get,Yes,ibm.catalog_management.get_catalog_account_audit,ibm.catalog_management.get_catalog_account_audit,1,0,ibm.catalog_management.get_catalog_account_audit[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_catalog_account_filters,read_get,Yes,ibm.catalog_management.get_catalog_account_filters,ibm.catalog_management.get_catalog_account_filters,1,0,ibm.catalog_management.get_catalog_account_filters[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_catalog_audit,read_get,Yes,ibm.catalog_management.get_catalog_audit,ibm.catalog_management.get_catalog_audit,1,0,ibm.catalog_management.get_catalog_audit[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_cluster,read_get,Yes,ibm.catalog_management.get_cluster,ibm.catalog_management.get_cluster,1,0,ibm.catalog_management.get_cluster[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_consumption_offerings,read_get,Yes,ibm.catalog_management.get_consumption_offerings,ibm.catalog_management.get_consumption_offerings,1,0,ibm.catalog_management.get_consumption_offerings[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_enable_gzip_compression,read_get,Yes,ibm.catalog_management.get_enable_gzip_compression,ibm.catalog_management.get_enable_gzip_compression,1,0,ibm.catalog_management.get_enable_gzip_compression[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_http_client,read_get,Yes,ibm.catalog_management.get_http_client,ibm.catalog_management.get_http_client,1,0,ibm.catalog_management.get_http_client[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_namespaces,read_get,Yes,ibm.catalog_management.get_namespaces,ibm.catalog_management.get_namespaces,1,0,ibm.catalog_management.get_namespaces[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_object,read_get,Yes,ibm.catalog_management.get_object,ibm.catalog_management.get_object,1,0,ibm.catalog_management.get_object[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_object_access,read_get,Yes,ibm.catalog_management.get_object_access,ibm.catalog_management.get_object_access,1,0,ibm.catalog_management.get_object_access[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_object_access_list,read_get,Yes,ibm.catalog_management.get_object_access_list,ibm.catalog_management.get_object_access_list,1,0,ibm.catalog_management.get_object_access_list[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_object_audit,read_get,Yes,ibm.catalog_management.get_object_audit,ibm.catalog_management.get_object_audit,1,0,ibm.catalog_management.get_object_audit[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering,read_get,Yes,ibm.catalog_management.get_offering,ibm.catalog_management.get_offering,1,0,ibm.catalog_management.get_offering[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_about,read_get,Yes,ibm.catalog_management.get_offering_about,ibm.catalog_management.get_offering_about,1,0,ibm.catalog_management.get_offering_about[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_audit,read_get,Yes,ibm.catalog_management.get_offering_audit,ibm.catalog_management.get_offering_audit,1,0,ibm.catalog_management.get_offering_audit[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_container_images,read_get,Yes,ibm.catalog_management.get_offering_container_images,ibm.catalog_management.get_offering_container_images,1,0,ibm.catalog_management.get_offering_container_images[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_instance,read_get,Yes,ibm.catalog_management.get_offering_instance,ibm.catalog_management.get_offering_instance,1,0,ibm.catalog_management.get_offering_instance[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_license,read_get,Yes,ibm.catalog_management.get_offering_license,ibm.catalog_management.get_offering_license,1,0,ibm.catalog_management.get_offering_license[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_source,read_get,Yes,ibm.catalog_management.get_offering_source,ibm.catalog_management.get_offering_source,1,0,ibm.catalog_management.get_offering_source[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_updates,read_get,Yes,ibm.catalog_management.get_offering_updates,ibm.catalog_management.get_offering_updates,1,0,ibm.catalog_management.get_offering_updates[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_offering_working_copy,read_get,Yes,ibm.catalog_management.get_offering_working_copy,ibm.catalog_management.get_offering_working_copy,1,0,ibm.catalog_management.get_offering_working_copy[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_override_values,read_get,Yes,ibm.catalog_management.get_override_values,ibm.catalog_management.get_override_values,1,0,ibm.catalog_management.get_override_values[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_preinstall,read_get,Yes,ibm.catalog_management.get_preinstall,ibm.catalog_management.get_preinstall,1,0,ibm.catalog_management.get_preinstall[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_validation_status,read_get,Yes,ibm.catalog_management.get_validation_status,ibm.catalog_management.get_validation_status,1,0,ibm.catalog_management.get_validation_status[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.get_version,read_get,Yes,ibm.catalog_management.get_version,ibm.catalog_management.get_version,1,0,ibm.catalog_management.get_version[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.list_objects,read_list,Yes,ibm.catalog_management.list_objects,ibm.catalog_management.list_objects,1,0,ibm.catalog_management.list_objects[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.list_offerings,read_list,Yes,ibm.catalog_management.list_offerings,ibm.catalog_management.list_offerings,1,0,ibm.catalog_management.list_offerings[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].created_at,item.created_at,string,No,ibm.catalog_management.list_operators,read_list,Yes,ibm.catalog_management.list_operators,ibm.catalog_management.list_operators,1,0,ibm.catalog_management.list_operators[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.list_catalogs,read_list,Yes,ibm.catalog_management.list_catalogs,ibm.catalog_management.list_catalogs,1,0,ibm.catalog_management.list_catalogs[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.add_object_access_list,read_get,Yes,ibm.catalog_management.add_object_access_list,ibm.catalog_management.add_object_access_list,1,0,ibm.catalog_management.add_object_access_list[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.delete_object_access_list,read_get,Yes,ibm.catalog_management.delete_object_access_list,ibm.catalog_management.delete_object_access_list,1,0,ibm.catalog_management.delete_object_access_list[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.get_authenticator,read_get,Yes,ibm.catalog_management.get_authenticator,ibm.catalog_management.get_authenticator,1,0,ibm.catalog_management.get_authenticator[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.get_catalog,read_get,Yes,ibm.catalog_management.get_catalog,ibm.catalog_management.get_catalog,1,0,ibm.catalog_management.get_catalog[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
ibm,catalog_management,items[].crn,item.crn,string,Yes,ibm.catalog_management.get_catalog_account,read_get,Yes,ibm.catalog_management.get_catalog_account,ibm.catalog_management.get_catalog_account,1,0,ibm.catalog_management.get_catalog_account[items[].created_at|items[].crn|items[].id|items[].name|items[].status|items[].tags],"contains, equals, exists, in, not_equals",exists,,
