unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,k8s_checks
canada_pbmm_moderate_multi_cloud_CCCS_CM-7_0047,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CM-7,CCCS CM-7: Least Functionality,,CCCS,EC2,10,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_rbac_least_privilege_enforcement; k8s_pod_security_standard_restricted
canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CM-8,CCCS CM-8: System Component Inventory,,CCCS,Multiple,15,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_pod_labeling_for_inventory_tracking; k8s_node_labeling_for_inventory_tracking; k8s_resource_annotations_for_inventory_metadata
canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CM-9,CCCS CM-9: Configuration Management Plan,,CCCS,Multiple,58,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_policy_configured; k8s_secret_encryption_at_rest_enabled; k8s_etcd_encryption_enabled
canada_pbmm_moderate_multi_cloud_CCCS_CP-2_0053,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CP-2,CCCS CP-2: Contingency Plan,,CCCS,Multiple,22,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_etcd_backup_configured; k8s_apiserver_audit_log_backup_configured; k8s_pod_disaster_recovery_policy_defined; k8s_cluster_backup_and_restore_procedures_documented
canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CP-6,CCCS CP-6: Alternate Storage Site,,CCCS,Multiple,28,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_etcd_backup_configured; k8s_etcd_encryption_enabled; k8s_pod_backup_annotation_present; k8s_persistentvolume_backup_policy_defined
canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS CP-9,CCCS CP-9: System Backup,,CCCS,Multiple,94,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_etcd_backup_configured; k8s_etcd_encryption_enabled; k8s_audit_log_backup_configured; k8s_secret_backup_configured
canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS IA-2,CCCS IA-2: Identification and Authentication (organizational Users),,CCCS,IAM,22,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_rbac_oidc_authentication_configured; k8s_rbac_service_account_token_automount_disabled; k8s_apiserver_authentication_enabled; k8s_apiserver_authorization_mode_rbac
canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS IA-4,CCCS IA-4: Identifier Management,,CCCS,IAM,16,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_rbac_no_default_service_account_usage; k8s_rbac_service_account_token_automount_disabled; k8s_rbac_unique_service_account_per_pod; k8s_rbac_least_privilege_enforcement
canada_pbmm_moderate_multi_cloud_CCCS_IR-4_0072,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS IR-4,CCCS IR-4: Incident Handling,,CCCS,GUARDDUTY,10,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_audit_incident_response_policy_configured; k8s_audit_log_high_severity_event_detection; k8s_admission_controller_security_event_alerting; k8s_networkpolicy_suspicious_activity_monitoring
canada_pbmm_moderate_multi_cloud_CCCS_RA-5_0115,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS RA-5,CCCS RA-5: Vulnerability Monitoring and Scanning,,CCCS,GUARDDUTY,9,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_image_vulnerability_scanning_enabled; k8s_admission_controller_vulnerability_policy_enforced; k8s_pod_security_standard_vulnerability_checks
canada_pbmm_moderate_multi_cloud_CCCS_SC-5_0131,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-5,CCCS SC-5: Denial-of-service Protection,,CCCS,GUARDDUTY,10,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_pod_resource_limits_set; k8s_apiserver_rate_limiting_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-7,CCCS SC-7: Boundary Protection,,CCCS,Multiple,63,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-8,CCCS SC-8: Transmission Confidentiality and Integrity,,CCCS,Multiple,27,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_ingress_tls_enabled; k8s_service_mesh_mtls_enabled; k8s_networkpolicy_encryption_in_transit_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-12,CCCS SC-12: Cryptographic Key Establishment and Management,,CCCS,KMS,22,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_secret_encryption_at_rest_enabled; k8s_etcd_encryption_enabled; k8s_secret_rotation_policy_configured; k8s_secret_external_manager_configured
canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-13,CCCS SC-13: Cryptographic Protection,,CCCS,Multiple,58,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_secret_encryption_at_rest_enabled; k8s_etcd_encryption_enabled; k8s_apiserver_tls_enabled; k8s_ingress_tls_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SC-28,CCCS SC-28: Protection of Information at Rest,,CCCS,Multiple,33,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_secret_encryption_at_rest_enabled; k8s_etcd_encryption_at_rest_enabled; k8s_etcd_tls_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SI-2,CCCS SI-2: Flaw Remediation,,CCCS,Multiple,46,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_admission_controller_image_vulnerability_scanning_enabled; k8s_admission_controller_patch_management_policy_enforced; k8s_audit_logging_network_policy_changes; k8s_apiserver_automatic_upgrade_enabled
canada_pbmm_moderate_multi_cloud_CCCS_SI-4_0149,MULTI_CLOUD,CANADA_PBMM,canada_pbmm_moderate,Moderate,CCCS SI-4,CCCS SI-4: System Monitoring,,CCCS,Multiple,16,automated,,,CANADA_PBMM_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_log_retention_configured; k8s_audit_policy_captures_metadata; k8s_audit_log_file_validation_enabled
fedramp_moderate_multi_cloud_AC-2_0002,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2,Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_1_0003,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (1),Account Management | Automated System Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_2_0004,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (2),Account Management | Automated Temporary and Emergency Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_3_0005,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (3),Account Management | Disable Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_4_0006,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (4),Account Management | Automated Audit Actions,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_5_0007,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (5),Account Management | Inactivity Logout,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_7_0008,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (7),Account Management | Privileged User Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_9_0009,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (9),Account Management | Restrictions on Use of Shared and Group Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_11_0010,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (11),Account Management | Usage Conditions,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_12_0011,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (12),Account Management | Account Monitoring for Atypical Usage,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-2_13_0012,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (13),Account Management | Disable Accounts for High-risk Individuals,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-5_0017,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-5,Separation of Duties,,Separation,IAM,9,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_separation_of_duties_enforced
fedramp_moderate_multi_cloud_AC-6_0018,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6,Least Privilege,,Least,IAM,22,automated,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_1_0019,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (1),Least Privilege | Authorize Access to Security Functions,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_2_0020,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (2),Least Privilege | Non-privileged Access for Nonsecurity Functions,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_3_0021,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (3),Least Privilege | Network Access to Privileged Commands,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_5_0022,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (5),Least Privilege | Privileged Accounts,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_7_0023,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (7),Least Privilege | Review of User Privileges,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_8_0024,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (8),Least Privilege | Privilege Levels for Code Execution,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_9_0025,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (9),Least Privilege | Log Use of Privileged Functions,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-6_10_0026,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6 (10),Least Privilege | Prohibit Non-privileged Users from Executing Privileged Functions,,Least,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_no_cluster_admin_binding; k8s_rbac_least_privilege_enforcement; k8s_rbac_minimal_privileges_assigned; k8s_rbac_role_binding_scope_limited
fedramp_moderate_multi_cloud_AC-17_0034,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17,Remote Access,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
fedramp_moderate_multi_cloud_AC-17_1_0035,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17 (1),Remote Access | Monitoring and Control,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
fedramp_moderate_multi_cloud_AC-17_2_0036,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17 (2),Remote Access | Protection of Confidentiality and Integrity Using Encryption,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
fedramp_moderate_multi_cloud_AC-17_3_0037,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17 (3),Remote Access | Managed Access Control Points,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
fedramp_moderate_multi_cloud_AC-17_4_0038,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17 (4),Remote Access | Privileged Commands and Access,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,k8s_networkpolicy_default_deny_ingress; k8s_networkpolicy_default_deny_egress; k8s_service_type_loadbalancer_restricted; k8s_ingress_tls_enabled
fedramp_moderate_multi_cloud_AC-20_0046,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-20,Use of External Systems,,Use,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-20_1_0047,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-20 (1),Use of External Systems | Limits on Authorized Use,,Use,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-20_2_0048,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-20 (2),Use of External Systems | Portable Storage Devices — Restricted Use,,Use,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-21_0049,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-21,Information Sharing,,Information,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AC-22_0050,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-22,Publicly Accessible Content,,Publicly,,4,manual,,,FedRAMP_controls_with_checks.csv,k8s_rbac_service_account_usage_review; k8s_rbac_role_binding_least_privilege; k8s_rbac_unused_service_account_cleanup; k8s_rbac_service_account_token_automount_disabled
fedramp_moderate_multi_cloud_AU-2_0058,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AU-2,Event Logging,,Event,Multiple,59,automated,,,FedRAMP_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_log_retention_configured; k8s_audit_policy_metadata_capture_enabled
fedramp_moderate_multi_cloud_AU-3_0059,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AU-3,Content of Audit Records,,Content,Multiple,60,automated,,,FedRAMP_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_policy_captures_metadata; k8s_audit_log_retention_configured; k8s_audit_policy_captures_all_requests
fedramp_moderate_multi_cloud_AU-3_1_0060,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AU-3 (1),Content of Audit Records | Additional Audit Information,,Content,Multiple,60,automated,,,FedRAMP_controls_with_checks.csv,k8s_audit_logging_enabled; k8s_audit_policy_captures_metadata; k8s_audit_log_retention_configured; k8s_audit_policy_captures_all_requests
