csp,service,producing_op,op_kind,is_independent,root_op,chain_ops,chain_length,hop_distance,chain_ops_with_fields,python_call,http_path,produced_fields,fields_types,fields_operators,resource_type,resource_id_field,resource_id_param,rule_count,check_rule_yaml,is_active,updated_at
ibm,catalog_management,ibm.catalog_management.get-catalog-audit,read_list,Yes,ibm.catalog_management.get-catalog-audit,ibm.catalog_management.get-catalog-audit,1,0,ibm.catalog_management.get-catalog-audit[catalog_audit_id|catalog_audit_name|catalog_audit_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_catalog_audit().get_result(),,catalog_audit.catalog_audit_id|catalog_audit.catalog_audit_name|catalog_audit.catalog_audit_status|catalog_audit.created_at|catalog_audit.tags|status,catalog_audit.catalog_audit_id:string|catalog_audit.catalog_audit_name:string|catalog_audit.catalog_audit_status:string|catalog_audit.created_at:string|catalog_audit.tags:array|status:string,"catalog_audit.catalog_audit_id:equals, not_equals, contains, in|catalog_audit.catalog_audit_name:equals, not_equals, contains, in|catalog_audit.catalog_audit_status:equals, not_equals, contains, in|catalog_audit.created_at:equals, not_equals, contains, in|catalog_audit.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,catalog_audit.catalog_audit_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-cluster,read_list,Yes,ibm.catalog_management.get-cluster,ibm.catalog_management.get-cluster,1,0,ibm.catalog_management.get-cluster[cluster_id|cluster_name|cluster_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_cluster().get_result(),,cluster.cluster_id|cluster.cluster_name|cluster.cluster_status|cluster.created_at|cluster.tags|status,cluster.cluster_id:string|cluster.cluster_name:string|cluster.cluster_status:string|cluster.created_at:string|cluster.tags:array|status:string,"cluster.cluster_id:equals, not_equals, contains, in|cluster.cluster_name:equals, not_equals, contains, in|cluster.cluster_status:equals, not_equals, contains, in|cluster.created_at:equals, not_equals, contains, in|cluster.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,cluster.cluster_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-consumption-offerings,read_list,Yes,ibm.catalog_management.get-consumption-offerings,ibm.catalog_management.get-consumption-offerings,1,0,ibm.catalog_management.get-consumption-offerings[consumption_offering_id|consumption_offering_name|consumption_offering_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_consumption_offerings().get_result(),,consumption_offering.consumption_offering_id|consumption_offering.consumption_offering_name|consumption_offering.consumption_offering_status|consumption_offering.created_at|consumption_offering.tags|status,consumption_offering.consumption_offering_id:string|consumption_offering.consumption_offering_name:string|consumption_offering.consumption_offering_status:string|consumption_offering.created_at:string|consumption_offering.tags:array|status:string,"consumption_offering.consumption_offering_id:equals, not_equals, contains, in|consumption_offering.consumption_offering_name:equals, not_equals, contains, in|consumption_offering.consumption_offering_status:equals, not_equals, contains, in|consumption_offering.created_at:equals, not_equals, contains, in|consumption_offering.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,consumption_offering.consumption_offering_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-enable-gzip-compression,read_list,Yes,ibm.catalog_management.get-enable-gzip-compression,ibm.catalog_management.get-enable-gzip-compression,1,0,ibm.catalog_management.get-enable-gzip-compression[enable_gzip_compression_id|enable_gzip_compression_name|enable_gzip_compression_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_enable_gzip_compression().get_result(),,enable_gzip_compression.enable_gzip_compression_id|enable_gzip_compression.enable_gzip_compression_name|enable_gzip_compression.enable_gzip_compression_status|enable_gzip_compression.created_at|enable_gzip_compression.tags,enable_gzip_compression.enable_gzip_compression_id:string|enable_gzip_compression.enable_gzip_compression_name:string|enable_gzip_compression.enable_gzip_compression_status:string|enable_gzip_compression.created_at:string|enable_gzip_compression.tags:array,"enable_gzip_compression.enable_gzip_compression_id:equals, not_equals, contains, in|enable_gzip_compression.enable_gzip_compression_name:equals, not_equals, contains, in|enable_gzip_compression.enable_gzip_compression_status:equals, not_equals, contains, in|enable_gzip_compression.created_at:equals, not_equals, contains, in|enable_gzip_compression.tags:equals, not_equals, contains, in",,enable_gzip_compression.enable_gzip_compression_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-http-client,read_list,Yes,ibm.catalog_management.get-http-client,ibm.catalog_management.get-http-client,1,0,ibm.catalog_management.get-http-client[http_client_id|http_client_name|http_client_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_http_client().get_result(),,http_client.http_client_id|http_client.http_client_name|http_client.http_client_status|http_client.created_at|http_client.tags,http_client.http_client_id:string|http_client.http_client_name:string|http_client.http_client_status:string|http_client.created_at:string|http_client.tags:array,"http_client.http_client_id:equals, not_equals, contains, in|http_client.http_client_name:equals, not_equals, contains, in|http_client.http_client_status:equals, not_equals, contains, in|http_client.created_at:equals, not_equals, contains, in|http_client.tags:equals, not_equals, contains, in",,http_client.http_client_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-namespaces,read_list,Yes,ibm.catalog_management.get-namespaces,ibm.catalog_management.get-namespaces,1,0,ibm.catalog_management.get-namespaces[namespac_id|namespac_name|namespac_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_namespaces().get_result(),,namespac.namespac_id|namespac.namespac_name|namespac.namespac_status|namespac.created_at|namespac.tags|status,namespac.namespac_id:string|namespac.namespac_name:string|namespac.namespac_status:string|namespac.created_at:string|namespac.tags:array|status:string,"namespac.namespac_id:equals, not_equals, contains, in|namespac.namespac_name:equals, not_equals, contains, in|namespac.namespac_status:equals, not_equals, contains, in|namespac.created_at:equals, not_equals, contains, in|namespac.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,namespac.namespac_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-object,read_list,Yes,ibm.catalog_management.get-object,ibm.catalog_management.get-object,1,0,ibm.catalog_management.get-object[object_id|object_name|object_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_object().get_result(),,object.object_id|object.object_name|object.object_status|object.created_at|object.tags|status,object.object_id:string|object.object_name:string|object.object_status:string|object.created_at:string|object.tags:array|status:string,"object.object_id:equals, not_equals, contains, in|object.object_name:equals, not_equals, contains, in|object.object_status:equals, not_equals, contains, in|object.created_at:equals, not_equals, contains, in|object.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,object.object_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-object-access,read_list,Yes,ibm.catalog_management.get-object-access,ibm.catalog_management.get-object-access,1,0,ibm.catalog_management.get-object-access[object_access_id|object_access_name|object_access_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_object_access().get_result(),,object_access.object_access_id|object_access.object_access_name|object_access.object_access_status|object_access.created_at|object_access.tags|status,object_access.object_access_id:string|object_access.object_access_name:string|object_access.object_access_status:string|object_access.created_at:string|object_access.tags:array|status:string,"object_access.object_access_id:equals, not_equals, contains, in|object_access.object_access_name:equals, not_equals, contains, in|object_access.object_access_status:equals, not_equals, contains, in|object_access.created_at:equals, not_equals, contains, in|object_access.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,object_access.object_access_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-object-access-list,read_list,Yes,ibm.catalog_management.get-object-access-list,ibm.catalog_management.get-object-access-list,1,0,ibm.catalog_management.get-object-access-list[items|next_token|object_access_list_id|object_access_list_name|object_access_list_status|created_at|...],ibm_platform_services.catalog_management.CatalogManagementV1().get_object_access_list().get_result(),,object_access_list.items|object_access_list.next_token|object_access_list.object_access_list_id|object_access_list.object_access_list_name|object_access_list.object_access_list_status|object_access_list.created_at|object_access_list.tags|status,object_access_list.items:string|object_access_list.next_token:string|object_access_list.object_access_list_id:string|object_access_list.object_access_list_name:string|object_access_list.object_access_list_status:string|object_access_list.created_at:string|object_access_list.tags:array|status:string,"object_access_list.items:equals, not_equals, contains, in|object_access_list.next_token:equals, not_equals, contains, in|object_access_list.object_access_list_id:equals, not_equals, contains, in|object_access_list.object_access_list_name:equals, not_equals, contains, in|object_access_list.object_access_list_status:equals, not_equals, contains, in|object_access_list.created_at:equals, not_equals, contains, in|object_access_list.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,object_access_list.object_access_list_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-object-audit,read_list,Yes,ibm.catalog_management.get-object-audit,ibm.catalog_management.get-object-audit,1,0,ibm.catalog_management.get-object-audit[object_audit_id|object_audit_name|object_audit_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_object_audit().get_result(),,object_audit.object_audit_id|object_audit.object_audit_name|object_audit.object_audit_status|object_audit.created_at|object_audit.tags|status,object_audit.object_audit_id:string|object_audit.object_audit_name:string|object_audit.object_audit_status:string|object_audit.created_at:string|object_audit.tags:array|status:string,"object_audit.object_audit_id:equals, not_equals, contains, in|object_audit.object_audit_name:equals, not_equals, contains, in|object_audit.object_audit_status:equals, not_equals, contains, in|object_audit.created_at:equals, not_equals, contains, in|object_audit.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,object_audit.object_audit_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering,read_list,Yes,ibm.catalog_management.get-offering,ibm.catalog_management.get-offering,1,0,ibm.catalog_management.get-offering[offering_id|offering_name|offering_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering().get_result(),,offering.offering_id|offering.offering_name|offering.offering_status|offering.created_at|offering.tags|status,offering.offering_id:string|offering.offering_name:string|offering.offering_status:string|offering.created_at:string|offering.tags:array|status:string,"offering.offering_id:equals, not_equals, contains, in|offering.offering_name:equals, not_equals, contains, in|offering.offering_status:equals, not_equals, contains, in|offering.created_at:equals, not_equals, contains, in|offering.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering.offering_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-about,read_list,Yes,ibm.catalog_management.get-offering-about,ibm.catalog_management.get-offering-about,1,0,ibm.catalog_management.get-offering-about[offering_about_id|offering_about_name|offering_about_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_about().get_result(),,offering_about.offering_about_id|offering_about.offering_about_name|offering_about.offering_about_status|offering_about.created_at|offering_about.tags|status,offering_about.offering_about_id:string|offering_about.offering_about_name:string|offering_about.offering_about_status:string|offering_about.created_at:string|offering_about.tags:array|status:string,"offering_about.offering_about_id:equals, not_equals, contains, in|offering_about.offering_about_name:equals, not_equals, contains, in|offering_about.offering_about_status:equals, not_equals, contains, in|offering_about.created_at:equals, not_equals, contains, in|offering_about.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_about.offering_about_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-audit,read_list,Yes,ibm.catalog_management.get-offering-audit,ibm.catalog_management.get-offering-audit,1,0,ibm.catalog_management.get-offering-audit[offering_audit_id|offering_audit_name|offering_audit_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_audit().get_result(),,offering_audit.offering_audit_id|offering_audit.offering_audit_name|offering_audit.offering_audit_status|offering_audit.created_at|offering_audit.tags|status,offering_audit.offering_audit_id:string|offering_audit.offering_audit_name:string|offering_audit.offering_audit_status:string|offering_audit.created_at:string|offering_audit.tags:array|status:string,"offering_audit.offering_audit_id:equals, not_equals, contains, in|offering_audit.offering_audit_name:equals, not_equals, contains, in|offering_audit.offering_audit_status:equals, not_equals, contains, in|offering_audit.created_at:equals, not_equals, contains, in|offering_audit.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_audit.offering_audit_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-container-images,read_list,Yes,ibm.catalog_management.get-offering-container-images,ibm.catalog_management.get-offering-container-images,1,0,ibm.catalog_management.get-offering-container-images[offering_container_imag_id|offering_container_imag_name|offering_container_imag_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_container_images().get_result(),,offering_container_imag.offering_container_imag_id|offering_container_imag.offering_container_imag_name|offering_container_imag.offering_container_imag_status|offering_container_imag.created_at|offering_container_imag.tags|status,offering_container_imag.offering_container_imag_id:string|offering_container_imag.offering_container_imag_name:string|offering_container_imag.offering_container_imag_status:string|offering_container_imag.created_at:string|offering_container_imag.tags:array|status:string,"offering_container_imag.offering_container_imag_id:equals, not_equals, contains, in|offering_container_imag.offering_container_imag_name:equals, not_equals, contains, in|offering_container_imag.offering_container_imag_status:equals, not_equals, contains, in|offering_container_imag.created_at:equals, not_equals, contains, in|offering_container_imag.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_container_imag.offering_container_imag_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-instance,read_list,Yes,ibm.catalog_management.get-offering-instance,ibm.catalog_management.get-offering-instance,1,0,ibm.catalog_management.get-offering-instance[offering_instance_id|offering_instance_name|offering_instance_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_instance().get_result(),,offering_instance.offering_instance_id|offering_instance.offering_instance_name|offering_instance.offering_instance_status|offering_instance.created_at|offering_instance.tags|status,offering_instance.offering_instance_id:string|offering_instance.offering_instance_name:string|offering_instance.offering_instance_status:string|offering_instance.created_at:string|offering_instance.tags:array|status:string,"offering_instance.offering_instance_id:equals, not_equals, contains, in|offering_instance.offering_instance_name:equals, not_equals, contains, in|offering_instance.offering_instance_status:equals, not_equals, contains, in|offering_instance.created_at:equals, not_equals, contains, in|offering_instance.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_instance.offering_instance_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-license,read_list,Yes,ibm.catalog_management.get-offering-license,ibm.catalog_management.get-offering-license,1,0,ibm.catalog_management.get-offering-license[offering_license_id|offering_license_name|offering_license_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_license().get_result(),,offering_license.offering_license_id|offering_license.offering_license_name|offering_license.offering_license_status|offering_license.created_at|offering_license.tags|status,offering_license.offering_license_id:string|offering_license.offering_license_name:string|offering_license.offering_license_status:string|offering_license.created_at:string|offering_license.tags:array|status:string,"offering_license.offering_license_id:equals, not_equals, contains, in|offering_license.offering_license_name:equals, not_equals, contains, in|offering_license.offering_license_status:equals, not_equals, contains, in|offering_license.created_at:equals, not_equals, contains, in|offering_license.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_license.offering_license_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-source,read_list,Yes,ibm.catalog_management.get-offering-source,ibm.catalog_management.get-offering-source,1,0,ibm.catalog_management.get-offering-source[offering_source_id|offering_source_name|offering_source_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_source().get_result(),,offering_source.offering_source_id|offering_source.offering_source_name|offering_source.offering_source_status|offering_source.created_at|offering_source.tags|status,offering_source.offering_source_id:string|offering_source.offering_source_name:string|offering_source.offering_source_status:string|offering_source.created_at:string|offering_source.tags:array|status:string,"offering_source.offering_source_id:equals, not_equals, contains, in|offering_source.offering_source_name:equals, not_equals, contains, in|offering_source.offering_source_status:equals, not_equals, contains, in|offering_source.created_at:equals, not_equals, contains, in|offering_source.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_source.offering_source_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-updates,read_list,Yes,ibm.catalog_management.get-offering-updates,ibm.catalog_management.get-offering-updates,1,0,ibm.catalog_management.get-offering-updates[offering_updat_id|offering_updat_name|offering_updat_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_updates().get_result(),,offering_updat.offering_updat_id|offering_updat.offering_updat_name|offering_updat.offering_updat_status|offering_updat.created_at|offering_updat.tags|status,offering_updat.offering_updat_id:string|offering_updat.offering_updat_name:string|offering_updat.offering_updat_status:string|offering_updat.created_at:string|offering_updat.tags:array|status:string,"offering_updat.offering_updat_id:equals, not_equals, contains, in|offering_updat.offering_updat_name:equals, not_equals, contains, in|offering_updat.offering_updat_status:equals, not_equals, contains, in|offering_updat.created_at:equals, not_equals, contains, in|offering_updat.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_updat.offering_updat_id,,0,,true,2026-04-17T12:08:17Z
ibm,catalog_management,ibm.catalog_management.get-offering-working-copy,read_list,Yes,ibm.catalog_management.get-offering-working-copy,ibm.catalog_management.get-offering-working-copy,1,0,ibm.catalog_management.get-offering-working-copy[offering_working_copy_id|offering_working_copy_name|offering_working_copy_status|created_at|tags],ibm_platform_services.catalog_management.CatalogManagementV1().get_offering_working_copy().get_result(),,offering_working_copy.offering_working_copy_id|offering_working_copy.offering_working_copy_name|offering_working_copy.offering_working_copy_status|offering_working_copy.created_at|offering_working_copy.tags|status,offering_working_copy.offering_working_copy_id:string|offering_working_copy.offering_working_copy_name:string|offering_working_copy.offering_working_copy_status:string|offering_working_copy.created_at:string|offering_working_copy.tags:array|status:string,"offering_working_copy.offering_working_copy_id:equals, not_equals, contains, in|offering_working_copy.offering_working_copy_name:equals, not_equals, contains, in|offering_working_copy.offering_working_copy_status:equals, not_equals, contains, in|offering_working_copy.created_at:equals, not_equals, contains, in|offering_working_copy.tags:equals, not_equals, contains, in|status:equals, not_equals, contains, in",,offering_working_copy.offering_working_copy_id,,0,,true,2026-04-17T12:08:17Z
