csp,service,op_name,op_kind,python_call,yaml_action,required_params,optional_params,resource_type,target_resource_id_param,iam_action,param_sources,dependency_chain,dependency_chain_length,is_active,updated_at
aws,appsync,aws.appsync.create_type,write_create,client.create_type(),create_type,apiId|definition|format,,acl,apiId,appsync:CreateType,apiId:aws.appsync.list_graphql_apis|definition:aws.budgets.describe_budget_action|format:aws.apigateway.get_stage,aws.appsync.list_graphql_apis|aws.budgets.describe_budget_action|aws.apigateway.get_stage,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_api,write_delete,client.delete_api(),delete_api,apiId,,acl,apiId,appsync:DeleteApi,apiId:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_api_cache,write_delete,client.delete_api_cache(),delete_api_cache,apiId,,acl,apiId,appsync:DeleteApiCache,apiId:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_api_key,write_delete,client.delete_api_key(),delete_api_key,apiId|id,,acl,apiId,appsync:DeleteApiKey,apiId:aws.appsync.list_graphql_apis|id:aws.accessanalyzer.list_analyzers,aws.appsync.list_graphql_apis|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_channel_namespace,write_delete,client.delete_channel_namespace(),delete_channel_namespace,apiId|name,,acl,apiId,appsync:DeleteChannelNamespace,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_data_source,write_delete,client.delete_data_source(),delete_data_source,apiId|name,,acl,apiId,appsync:DeleteDataSource,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_domain_name,write_delete,client.delete_domain_name(),delete_domain_name,domainName,,acl,domainName,appsync:DeleteDomainName,domainName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_function,write_delete,client.delete_function(),delete_function,apiId|functionId,,acl,apiId,appsync:DeleteFunction,apiId:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_graphql_api,write_delete,client.delete_graphql_api(),delete_graphql_api,apiId,,acl,apiId,appsync:DeleteGraphqlApi,apiId:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_resolver,write_delete,client.delete_resolver(),delete_resolver,apiId|typeName|fieldName,,acl,apiId,appsync:DeleteResolver,apiId:aws.appsync.list_graphql_apis|typeName:aws.appsync.list_graphql_apis|fieldName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.delete_type,write_delete,client.delete_type(),delete_type,apiId|typeName,,acl,apiId,appsync:DeleteType,apiId:aws.appsync.list_graphql_apis|typeName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.disassociate_api,write_other,client.disassociate_api(),disassociate_api,domainName,,acl,domainName,appsync:DisassociateApi,domainName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.disassociate_merged_graphql_api,write_other,client.disassociate_merged_graphql_api(),disassociate_merged_graphql_api,sourceApiIdentifier|associationId,,acl,sourceApiIdentifier,appsync:DisassociateMergedGraphqlApi,sourceApiIdentifier:aws.dsql.list_clusters|associationId:aws.codeguru-reviewer.list_repository_associations,aws.dsql.list_clusters|aws.codeguru-reviewer.list_repository_associations,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.disassociate_source_graphql_api,write_other,client.disassociate_source_graphql_api(),disassociate_source_graphql_api,mergedApiIdentifier|associationId,,acl,mergedApiIdentifier,appsync:DisassociateSourceGraphqlApi,mergedApiIdentifier:aws.dsql.list_clusters|associationId:aws.codeguru-reviewer.list_repository_associations,aws.dsql.list_clusters|aws.codeguru-reviewer.list_repository_associations,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.evaluate_code,write_other,client.evaluate_code(),evaluate_code,runtime|code|context,function,acl,runtime,appsync:EvaluateCode,runtime:aws.greengrassv2.list_core_devices|code:aws.health.describe_event_types|context:aws.autoscaling.describe_auto_scaling_groups,aws.greengrassv2.list_core_devices|aws.health.describe_event_types|aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.evaluate_mapping_template,write_other,client.evaluate_mapping_template(),evaluate_mapping_template,template|context,,acl,template,appsync:EvaluateMappingTemplate,context:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.flush_api_cache,write_other,client.flush_api_cache(),flush_api_cache,apiId,,acl,apiId,appsync:FlushApiCache,apiId:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.put_graphql_api_environment_variables,write_create,client.put_graphql_api_environment_variables(),put_graphql_api_environment_variables,apiId|environmentVariables,,acl,apiId,appsync:PutGraphqlApiEnvironmentVariables,apiId:aws.appsync.list_graphql_apis|environmentVariables:aws.amplify.get_app,aws.appsync.list_graphql_apis|aws.amplify.list_apps|aws.amplify.get_app,2,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.start_schema_creation,write_other,client.start_schema_creation(),start_schema_creation,apiId|definition,,acl,apiId,appsync:StartSchemaCreation,apiId:aws.appsync.list_graphql_apis|definition:aws.budgets.describe_budget_action,aws.appsync.list_graphql_apis|aws.budgets.describe_budget_action,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.start_schema_merge,write_other,client.start_schema_merge(),start_schema_merge,associationId|mergedApiIdentifier,,acl,associationId,appsync:StartSchemaMerge,associationId:aws.codeguru-reviewer.list_repository_associations|mergedApiIdentifier:aws.dsql.list_clusters,aws.codeguru-reviewer.list_repository_associations|aws.dsql.list_clusters,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.tag_resource,write_other,client.tag_resource(),tag_resource,resourceArn|tags,,acl,resourceArn,appsync:TagResource,resourceArn:aws.appsync.list_graphql_apis|tags:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.untag_resource,write_other,client.untag_resource(),untag_resource,resourceArn|tagKeys,,acl,resourceArn,appsync:UntagResource,resourceArn:aws.appsync.list_graphql_apis|tagKeys:aws.resourcegroupstaggingapi.get_tag_keys,aws.appsync.list_graphql_apis|aws.resourcegroupstaggingapi.get_tag_keys,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_api,write_update,client.update_api(),update_api,apiId|name,ownerContact|eventConfig,acl,apiId,appsync:UpdateApi,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_api_cache,write_update,client.update_api_cache(),update_api_cache,apiId|ttl|apiCachingBehavior|type,healthMetricsConfig,acl,apiId,appsync:UpdateApiCache,apiId:aws.appsync.list_graphql_apis|ttl:aws.route53.list_traffic_policy_instances|type:aws.accessanalyzer.list_analyzers,aws.appsync.list_graphql_apis|aws.route53.list_traffic_policy_instances|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_api_key,write_update,client.update_api_key(),update_api_key,apiId|id,description|expires,acl,apiId,appsync:UpdateApiKey,apiId:aws.appsync.list_graphql_apis|id:aws.accessanalyzer.list_analyzers,aws.appsync.list_graphql_apis|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_channel_namespace,write_update,client.update_channel_namespace(),update_channel_namespace,apiId|name,subscribeAuthModes|publishAuthModes|codeHandlers|handlerConfigs,acl,apiId,appsync:UpdateChannelNamespace,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_data_source,write_update,client.update_data_source(),update_data_source,apiId|name|type,description|serviceRoleArn|dynamodbConfig|lambdaConfig|elasticsearchConfig|openSearchServiceConfig|httpConfig|relationalDatabaseConfig|eventBridgeConfig|metricsConfig,acl,apiId,appsync:UpdateDataSource,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis|type:aws.accessanalyzer.list_analyzers,aws.appsync.list_graphql_apis|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_domain_name,write_update,client.update_domain_name(),update_domain_name,domainName,description,acl,domainName,appsync:UpdateDomainName,domainName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_function,write_update,client.update_function(),update_function,apiId|name|functionId|dataSourceName,description|requestMappingTemplate|responseMappingTemplate|functionVersion|syncConfig|maxBatchSize|runtime|code,acl,apiId,appsync:UpdateFunction,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis|dataSourceName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_graphql_api,write_update,client.update_graphql_api(),update_graphql_api,apiId|name|authenticationType,logConfig|userPoolConfig|openIDConnectConfig|additionalAuthenticationProviders|xrayEnabled|lambdaAuthorizerConfig|mergedApiExecutionRoleArn|ownerContact|introspectionConfig|queryDepthLimit|resolverCountLimit|enhancedMetricsConfig,acl,apiId,appsync:UpdateGraphqlApi,apiId:aws.appsync.list_graphql_apis|name:aws.appsync.list_graphql_apis|authenticationType:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_resolver,write_update,client.update_resolver(),update_resolver,apiId|typeName|fieldName,dataSourceName|requestMappingTemplate|responseMappingTemplate|kind|pipelineConfig|syncConfig|cachingConfig|maxBatchSize|runtime|code|metricsConfig,acl,apiId,appsync:UpdateResolver,apiId:aws.appsync.list_graphql_apis|typeName:aws.appsync.list_graphql_apis|fieldName:aws.appsync.list_graphql_apis,aws.appsync.list_graphql_apis,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_source_api_association,write_update,client.update_source_api_association(),update_source_api_association,associationId|mergedApiIdentifier,description|sourceApiAssociationConfig,acl,associationId,appsync:UpdateSourceApiAssociation,associationId:aws.codeguru-reviewer.list_repository_associations|mergedApiIdentifier:aws.dsql.list_clusters,aws.codeguru-reviewer.list_repository_associations|aws.dsql.list_clusters,1,true,2026-04-17T15:34:07Z
aws,appsync,aws.appsync.update_type,write_update,client.update_type(),update_type,apiId|typeName|format,definition,acl,apiId,appsync:UpdateType,apiId:aws.appsync.list_graphql_apis|typeName:aws.appsync.list_graphql_apis|format:aws.apigateway.get_stage,aws.appsync.list_graphql_apis|aws.apigateway.get_stage,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.batch_get_named_query,write_other,client.batch_get_named_query(),batch_get_named_query,NamedQueryIds,,application,NamedQueryIds,athena:BatchGetNamedQuery,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.batch_get_prepared_statement,write_other,client.batch_get_prepared_statement(),batch_get_prepared_statement,PreparedStatementNames|WorkGroup,,application,PreparedStatementNames,athena:BatchGetPreparedStatement,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.batch_get_query_execution,write_other,client.batch_get_query_execution(),batch_get_query_execution,QueryExecutionIds,,application,QueryExecutionIds,athena:BatchGetQueryExecution,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.cancel_capacity_reservation,write_other,client.cancel_capacity_reservation(),cancel_capacity_reservation,Name,,application,Name,athena:CancelCapacityReservation,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_capacity_reservation,write_create,client.create_capacity_reservation(),create_capacity_reservation,TargetDpus|Name,Tags,application,Name,athena:CreateCapacityReservation,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_data_catalog,write_create,client.create_data_catalog(),create_data_catalog,Name|Type,Description|Parameters|Tags,application,Name,athena:CreateDataCatalog,Name:aws.athena.get_work_group|Type:aws.accessanalyzer.list_analyzers,aws.athena.get_work_group|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_named_query,write_create,client.create_named_query(),create_named_query,Name|Database|QueryString,Description|ClientRequestToken|WorkGroup,application,Name,athena:CreateNamedQuery,Name:aws.athena.get_work_group|Database:aws.ssm-sap.list_databases|QueryString:aws.logs.describe_queries,aws.athena.get_work_group|aws.ssm-sap.list_databases|aws.logs.describe_queries,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_notebook,write_create,client.create_notebook(),create_notebook,WorkGroup|Name,ClientRequestToken,application,Name,athena:CreateNotebook,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_prepared_statement,write_create,client.create_prepared_statement(),create_prepared_statement,StatementName|WorkGroup|QueryStatement,Description,application,StatementName,athena:CreatePreparedStatement,StatementName:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_presigned_notebook_url,write_create,client.create_presigned_notebook_url(),create_presigned_notebook_url,SessionId,,application,SessionId,athena:CreatePresignedNotebookUrl,SessionId:aws.redshift-data.list_statements,aws.redshift-data.list_statements,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.create_work_group,write_create,client.create_work_group(),create_work_group,Name,Configuration|Description|Tags,application,Name,athena:CreateWorkGroup,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_capacity_reservation,write_delete,client.delete_capacity_reservation(),delete_capacity_reservation,Name,,application,Name,athena:DeleteCapacityReservation,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_data_catalog,write_delete,client.delete_data_catalog(),delete_data_catalog,Name,DeleteCatalogOnly,application,Name,athena:DeleteDataCatalog,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_named_query,write_delete,client.delete_named_query(),delete_named_query,NamedQueryId,,application,NamedQueryId,athena:DeleteNamedQuery,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_notebook,write_delete,client.delete_notebook(),delete_notebook,NotebookId,,application,NotebookId,athena:DeleteNotebook,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_prepared_statement,write_delete,client.delete_prepared_statement(),delete_prepared_statement,StatementName|WorkGroup,,application,StatementName,athena:DeletePreparedStatement,StatementName:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.delete_work_group,write_delete,client.delete_work_group(),delete_work_group,WorkGroup,RecursiveDeleteOption,application,WorkGroup,athena:DeleteWorkGroup,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.export_notebook,write_other,client.export_notebook(),export_notebook,NotebookId,,application,NotebookId,athena:ExportNotebook,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.import_notebook,write_other,client.import_notebook(),import_notebook,WorkGroup|Name|Type,Payload|NotebookS3LocationUri|ClientRequestToken,application,Name,athena:ImportNotebook,Name:aws.athena.get_work_group|Type:aws.accessanalyzer.list_analyzers,aws.athena.get_work_group|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.put_capacity_assignment_configuration,write_create,client.put_capacity_assignment_configuration(),put_capacity_assignment_configuration,CapacityReservationName|CapacityAssignments,,application,CapacityReservationName,athena:PutCapacityAssignmentConfiguration,CapacityReservationName:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.start_calculation_execution,write_other,client.start_calculation_execution(),start_calculation_execution,SessionId,Description|CalculationConfiguration|CodeBlock|ClientRequestToken,application,SessionId,athena:StartCalculationExecution,SessionId:aws.redshift-data.list_statements,aws.redshift-data.list_statements,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.start_query_execution,write_other,client.start_query_execution(),start_query_execution,QueryString,ClientRequestToken|QueryExecutionContext|ResultConfiguration|WorkGroup|ExecutionParameters|ResultReuseConfiguration|EngineConfiguration,application,QueryString,athena:StartQueryExecution,QueryString:aws.logs.describe_queries,aws.logs.describe_queries,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.start_session,write_other,client.start_session(),start_session,WorkGroup|EngineConfiguration,Description|ExecutionRole|MonitoringConfiguration|NotebookVersion|SessionIdleTimeoutInMinutes|ClientRequestToken|Tags|CopyWorkGroupTags,application,WorkGroup,athena:StartSession,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.stop_calculation_execution,write_other,client.stop_calculation_execution(),stop_calculation_execution,CalculationExecutionId,,application,CalculationExecutionId,athena:StopCalculationExecution,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.stop_query_execution,write_other,client.stop_query_execution(),stop_query_execution,QueryExecutionId,,application,QueryExecutionId,athena:StopQueryExecution,,,0,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.tag_resource,write_other,client.tag_resource(),tag_resource,ResourceARN|Tags,,application,ResourceARN,athena:TagResource,ResourceARN:aws.appconfig.list_extension_associations|Tags:aws.accessanalyzer.list_analyzers,aws.appconfig.list_extension_associations|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.terminate_session,write_other,client.terminate_session(),terminate_session,SessionId,,application,SessionId,athena:TerminateSession,SessionId:aws.redshift-data.list_statements,aws.redshift-data.list_statements,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.untag_resource,write_other,client.untag_resource(),untag_resource,ResourceARN|TagKeys,,application,ResourceARN,athena:UntagResource,ResourceARN:aws.appconfig.list_extension_associations|TagKeys:aws.resourcegroupstaggingapi.get_tag_keys,aws.appconfig.list_extension_associations|aws.resourcegroupstaggingapi.get_tag_keys,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_capacity_reservation,write_update,client.update_capacity_reservation(),update_capacity_reservation,TargetDpus|Name,,application,Name,athena:UpdateCapacityReservation,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_data_catalog,write_update,client.update_data_catalog(),update_data_catalog,Name|Type,Description|Parameters,application,Name,athena:UpdateDataCatalog,Name:aws.athena.get_work_group|Type:aws.accessanalyzer.list_analyzers,aws.athena.get_work_group|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_named_query,write_update,client.update_named_query(),update_named_query,NamedQueryId|Name|QueryString,Description,application,NamedQueryId,athena:UpdateNamedQuery,Name:aws.athena.get_work_group|QueryString:aws.logs.describe_queries,aws.athena.get_work_group|aws.logs.describe_queries,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_notebook,write_update,client.update_notebook(),update_notebook,NotebookId|Payload|Type,SessionId|ClientRequestToken,application,NotebookId,athena:UpdateNotebook,Payload:aws.neptunedata.list_loader_jobs|Type:aws.accessanalyzer.list_analyzers,aws.neptunedata.list_loader_jobs|aws.accessanalyzer.list_analyzers,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_notebook_metadata,write_update,client.update_notebook_metadata(),update_notebook_metadata,NotebookId|Name,ClientRequestToken,application,NotebookId,athena:UpdateNotebookMetadata,Name:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_prepared_statement,write_update,client.update_prepared_statement(),update_prepared_statement,StatementName|WorkGroup|QueryStatement,Description,application,StatementName,athena:UpdatePreparedStatement,StatementName:aws.athena.get_work_group,aws.athena.get_work_group,1,true,2026-04-17T15:34:07Z
aws,athena,aws.athena.update_work_group,write_update,client.update_work_group(),update_work_group,WorkGroup,Description|ConfigurationUpdates|State,application,WorkGroup,athena:UpdateWorkGroup,,,0,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.attach_instances,write_other,client.attach_instances(),attach_instances,AutoScalingGroupName,InstanceIds,group,AutoScalingGroupName,autoscaling:AttachInstances,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.attach_load_balancer_target_groups,write_other,client.attach_load_balancer_target_groups(),attach_load_balancer_target_groups,AutoScalingGroupName|TargetGroupARNs,,group,AutoScalingGroupName,autoscaling:AttachLoadBalancerTargetGroups,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|TargetGroupARNs:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.attach_load_balancers,write_other,client.attach_load_balancers(),attach_load_balancers,AutoScalingGroupName|LoadBalancerNames,,group,AutoScalingGroupName,autoscaling:AttachLoadBalancers,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|LoadBalancerNames:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.attach_traffic_sources,write_other,client.attach_traffic_sources(),attach_traffic_sources,AutoScalingGroupName|TrafficSources,SkipZonalShiftValidation,group,AutoScalingGroupName,autoscaling:AttachTrafficSources,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|TrafficSources:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.batch_delete_scheduled_action,write_other,client.batch_delete_scheduled_action(),batch_delete_scheduled_action,AutoScalingGroupName|ScheduledActionNames,,group,AutoScalingGroupName,autoscaling:BatchDeleteScheduledAction,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|ScheduledActionNames:aws.redshift-serverless.list_scheduled_actions,aws.autoscaling.describe_auto_scaling_groups|aws.redshift-serverless.list_scheduled_actions,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.batch_put_scheduled_update_group_action,write_other,client.batch_put_scheduled_update_group_action(),batch_put_scheduled_update_group_action,AutoScalingGroupName|ScheduledUpdateGroupActions,,group,AutoScalingGroupName,autoscaling:BatchPutScheduledUpdateGroupAction,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.cancel_instance_refresh,write_other,client.cancel_instance_refresh(),cancel_instance_refresh,AutoScalingGroupName,WaitForTransitioningInstances,group,AutoScalingGroupName,autoscaling:CancelInstanceRefresh,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.complete_lifecycle_action,write_other,client.complete_lifecycle_action(),complete_lifecycle_action,LifecycleHookName|AutoScalingGroupName|LifecycleActionResult,LifecycleActionToken|InstanceId,group,LifecycleHookName,autoscaling:CompleteLifecycleAction,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.create_auto_scaling_group,write_create,client.create_auto_scaling_group(),create_auto_scaling_group,AutoScalingGroupName|MinSize|MaxSize,LaunchConfigurationName|LaunchTemplate|MixedInstancesPolicy|InstanceId|DesiredCapacity|DefaultCooldown|AvailabilityZones|LoadBalancerNames|TargetGroupARNs|HealthCheckType|HealthCheckGracePeriod|PlacementGroup|VPCZoneIdentifier|TerminationPolicies|NewInstancesProtectedFromScaleIn|CapacityRebalance|LifecycleHookSpecificationList|Tags|ServiceLinkedRoleARN|MaxInstanceLifetime|Context|DesiredCapacityType|DefaultInstanceWarmup|TrafficSources|InstanceMaintenancePolicy|AvailabilityZoneDistribution|AvailabilityZoneImpairmentPolicy|SkipZonalShiftValidation|CapacityReservationSpecification|InstanceLifecyclePolicy,group,AutoScalingGroupName,autoscaling:CreateAutoScalingGroup,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|MinSize:aws.autoscaling.describe_auto_scaling_groups|MaxSize:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.create_launch_configuration,write_create,client.create_launch_configuration(),create_launch_configuration,LaunchConfigurationName,ImageId|KeyName|SecurityGroups|ClassicLinkVPCId|ClassicLinkVPCSecurityGroups|UserData|InstanceId|InstanceType|KernelId|RamdiskId|BlockDeviceMappings|InstanceMonitoring|SpotPrice|IamInstanceProfile|EbsOptimized|AssociatePublicIpAddress|PlacementTenancy|MetadataOptions,group,LaunchConfigurationName,autoscaling:CreateLaunchConfiguration,LaunchConfigurationName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.create_or_update_tags,write_create,client.create_or_update_tags(),create_or_update_tags,Tags,,group,Tags,autoscaling:CreateOrUpdateTags,Tags:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.delete_auto_scaling_group,write_delete,client.delete_auto_scaling_group(),delete_auto_scaling_group,AutoScalingGroupName,ForceDelete,group,AutoScalingGroupName,autoscaling:DeleteAutoScalingGroup,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.delete_launch_configuration,write_delete,client.delete_launch_configuration(),delete_launch_configuration,LaunchConfigurationName,,group,LaunchConfigurationName,autoscaling:DeleteLaunchConfiguration,LaunchConfigurationName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.delete_lifecycle_hook,write_delete,client.delete_lifecycle_hook(),delete_lifecycle_hook,LifecycleHookName|AutoScalingGroupName,,group,LifecycleHookName,autoscaling:DeleteLifecycleHook,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups,aws.autoscaling.describe_auto_scaling_groups,1,true,2026-04-17T15:34:07Z
aws,autoscaling,aws.autoscaling.delete_notification_configuration,write_delete,client.delete_notification_configuration(),delete_notification_configuration,AutoScalingGroupName|TopicARN,,group,AutoScalingGroupName,autoscaling:DeleteNotificationConfiguration,AutoScalingGroupName:aws.autoscaling.describe_auto_scaling_groups|TopicARN:aws.inspector.list_event_subscriptions,aws.autoscaling.describe_auto_scaling_groups|aws.inspector.list_event_subscriptions,1,true,2026-04-17T15:34:07Z
