service,rule_id,check_name,current_var,current_op,current_value,intended_var,intended_op,intended_value,status
apigateway,oci.apigateway.gateway.restapi_client_certificate_enabled,restapi_client_certificate_enabled,item.defined_tags,not_empty,,item.status,equals,ACTIVE,NEEDS_NEW_FIELD
apigateway,oci.apigateway.gateway.restapi_logging_enabled,restapi_logging_enabled,item.audit_config,exists,,,,,MANUAL
apigateway,oci.apigateway.gateway.restapi_public,restapi_public,item.public_access_type,not_equals,ObjectRead,,,,MANUAL
apigateway,oci.apigateway.gateway.stage_logging_enabled,stage_logging_enabled,item.audit_config,exists,,,,,MANUAL
apigateway,oci.apigateway.gateway.stage_throttling_enabled,stage_throttling_enabled,item.defined_tags,not_empty,,item.status,equals,ACTIVE,NEEDS_NEW_FIELD
apigateway,oci.apigateway.gateway.usage_plan_quota_limits_configured,usage_plan_quota_limits_configured,item.defined_tags,not_empty,,,,,MANUAL
apigateway,oci.apigateway.gateway.usage_plan_rate_limits_configured,usage_plan_rate_limits_configured,item.defined_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.container_analysis_enabled,container_analysis_enabled,item.container_repository.defined_tags,not_empty,,item.container_repository.status,equals,ACTIVE,FIXABLE
artifacts,oci.artifacts.container_repository.container_scanning_enabled,container_scanning_enabled,item.container_repository.defined_tags,not_empty,,item.container_repository.status,equals,ACTIVE,FIXABLE
artifacts,oci.artifacts.container_repository.lifecycle_policy_storage_encrypted,lifecycle_policy_storage_encrypted,item.container_repository.defined_tags,not_empty,,item.container_repository.kms_key_id,exists,,NEEDS_NEW_FIELD
artifacts,oci.artifacts.container_repository.lifecycle_policy_unused_or_old_tags_expire,lifecycle_policy_unused_or_old_tags_expire,item.container_repository.freeform_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.packages_external_public_publishing_disabled,packages_external_public_publishing_disabled,item.container_repository.defined_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.public_access_blocked,public_access_blocked,item.container_repository.defined_tags,not_empty,,item.container_repository.network_endpoint_details,exists,,NEEDS_NEW_FIELD
artifacts,oci.artifacts.container_repository.registry_image_scanning_enabled,registry_image_scanning_enabled,item.container_repository.defined_tags,not_empty,,item.container_repository.status,equals,ACTIVE,FIXABLE
artifacts,oci.artifacts.container_repository.registry_immutable_tags_or_signing_enforced,registry_immutable_tags_or_signing_enforced,item.container_repository.freeform_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.registry_policy_no_public_pull_push_blocked,registry_policy_no_public_pull_push_blocked,item.container_repository.defined_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.registry_policy_no_wildcard_admin,registry_policy_no_wildcard_admin,item.container_repository.defined_tags,not_empty,,,,,MANUAL
artifacts,oci.artifacts.container_repository.registry_replication_cross_region_encrypted,registry_replication_cross_region_encrypted,item.container_repository.defined_tags,not_empty,,item.container_repository.kms_key_id,exists,,NEEDS_NEW_FIELD
artifacts,oci.artifacts.container_repository.registry_replication_destinations_least_privilege_required,registry_replication_destinations_least_privilege_required,item.container_repository.defined_tags,not_empty,,,,,NEEDS_NEW_OP
artifacts,oci.artifacts.container_repository.registry_repo_private_or_access_restricted_restricted,registry_repo_private_or_access_restricted_restricted,item.container_repository.defined_tags,not_empty,,item.container_repository.network_endpoint_details,exists,,NEEDS_NEW_FIELD
artifacts,oci.artifacts.container_repository.repositories_public_access_blocked,repositories_public_access_blocked,item.container_repository.defined_tags,not_empty,,item.container_repository.network_endpoint_details,exists,,NEEDS_NEW_FIELD
artifacts,oci.artifacts.container_repository.uses_private_link,uses_private_link,item.container_repository.defined_tags,not_empty,,item.container_repository.network_endpoint_details,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.audit_logs_centralized_and_encrypted,audit_logs_centralized_and_encrypted,item.configuration.defined_tags,not_empty,,item.configuration.kms_key_id,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.audit_retention_days_minimum_enabled,audit_retention_days_minimum_enabled,item.configuration.defined_tags,not_empty,,,,,NEEDS_NEW_OP
audit,oci.audit.configuration.cloudwatch_logging_enabled,cloudwatch_logging_enabled,item.configuration.defined_tags,not_empty,,,,,NEEDS_NEW_OP
audit,oci.audit.configuration.cloudwatch_logs_enabled,cloudwatch_logs_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.config_delivery_secure_destination_configured,config_delivery_secure_destination_configured,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.config_recorder_enabled,config_recorder_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.config_recorder_global_resource_types_tracked,config_recorder_global_resource_types_tracked,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.delivery_channel_destination_access_least_privilege_required,delivery_channel_destination_access_least_privilege_required,item.configuration.defined_tags,not_empty,,,,,NEEDS_NEW_OP
audit,oci.audit.configuration.delivery_channel_kms_encryption_enabled,delivery_channel_kms_encryption_enabled,item.configuration.defined_tags,not_empty,,item.configuration.kms_key_id,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.delivery_channel_secure_destination_configured,delivery_channel_secure_destination_configured,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.enabled,enabled,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.kms_encryption_enabled,kms_encryption_enabled,item.configuration.defined_tags,not_empty,,item.configuration.kms_key_id,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.log_file_validation_enabled,log_file_validation_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.logging_enabled,logging_enabled,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.logs_object_storage_bucket_access_logging_enabled,logs_object_storage_bucket_access_logging_enabled,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.logs_object_storage_bucket_is_public_access_blocked,logs_object_storage_bucket_is_public_access_blocked,item.configuration.defined_tags,not_empty,,item.configuration.network_endpoint_details,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.logs_s3_bucket_access_logging_enabled,logs_s3_bucket_access_logging_enabled,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.logs_s3_bucket_is_public_access_blocked,logs_s3_bucket_is_public_access_blocked,item.configuration.defined_tags,not_empty,,item.configuration.network_endpoint_details,exists,,NEEDS_NEW_FIELD
audit,oci.audit.configuration.monitoring_logging_enabled,monitoring_logging_enabled,item.configuration.defined_tags,not_empty,,,,,NEEDS_NEW_OP
audit,oci.audit.configuration.multi_region_enabled,multi_region_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.multi_region_enabled_logging_management_events,multi_region_enabled_logging_management_events,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.object_storage_dataevents_read_enabled,object_storage_dataevents_read_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.object_storage_dataevents_write_enabled,object_storage_dataevents_write_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.oke_access_verification,oke_access_verification,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.s3_dataevents_read_enabled,s3_dataevents_read_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.s3_dataevents_write_enabled,s3_dataevents_write_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.storage_bucket_access_logging_enabled,storage_bucket_access_logging_enabled,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.storage_dataevents_read_enabled,storage_dataevents_read_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.storage_dataevents_write_enabled,storage_dataevents_write_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.storage_read_events_enabled,storage_read_events_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.storage_write_events_enabled,storage_write_events_enabled,item.configuration.defined_tags,not_empty,,item.configuration.status,equals,ACTIVE,FIXABLE
audit,oci.audit.configuration.threat_detection_enumeration,threat_detection_enumeration,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.threat_detection_llm_jacking,threat_detection_llm_jacking,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.threat_detection_privilege_escalation,threat_detection_privilege_escalation,item.configuration.defined_tags,not_empty,,,,,MANUAL
audit,oci.audit.configuration.vault_encryption_enabled,vault_encryption_enabled,item.configuration.defined_tags,not_empty,,item.configuration.kms_key_id,exists,,NEEDS_NEW_FIELD
bds,oci.bds.bds_instance.cluster_account_public_block_enabled,cluster_account_public_block_enabled,item.bds_instance.defined_tags,not_empty,,item.bds_instance.status,equals,ACTIVE,FIXABLE
bds,oci.bds.bds_instance.cluster_admin_access_least_privilege_required,cluster_admin_access_least_privilege_required,item.bds_instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
bds,oci.bds.bds_instance.cluster_audit_logging_enabled,cluster_audit_logging_enabled,item.bds_instance.defined_tags,not_empty,,,,,NEEDS_NEW_OP
bds,oci.bds.bds_instance.cluster_encryption_cmek_enabled,cluster_encryption_cmek_enabled,item.bds_instance.kms_key_id,exists,,item.bds_instance.kms_key_id,exists,,CORRECT
bds,oci.bds.bds_instance.cluster_master_nodes_no_public_ip,cluster_master_nodes_no_public_ip,item.bds_instance.defined_tags,not_empty,,,,,MANUAL
bds,oci.bds.bds_instance.cluster_private_networking_enforced,cluster_private_networking_enforced,item.bds_instance.network_endpoint_details,exists,,item.bds_instance.network_endpoint_details,exists,,CORRECT
bds,oci.bds.bds_instance.cluster_publicly_accesible,cluster_publicly_accesible,item.bds_instance.defined_tags,not_empty,,,,,MANUAL
bds,oci.bds.bds_instance.cluster_tls_min_1_2_enforced,cluster_tls_min_1_2_enforced,item.bds_instance.defined_tags,not_empty,,,,,MANUAL
bds,oci.bds.bds_instance.data_cluster_master_nodes_no_public_ip,data_cluster_master_nodes_no_public_ip,item.bds_instance.defined_tags,not_empty,,,,,MANUAL
