unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,azure_checks
cisa_ce_v1_multi_cloud_Your_Systems-1_0006,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Systems-1,Learn what is on your network - Maintain inventories of hardware and software assets,,Learn,Multiple,42,automated,,,CISA_CE_controls_with_checks.csv,azure_compute_vm_managed_by_automation; azure_eip_attached; azure_network_network_acl_unused; azure_vm_automation_association_compliance; azure_vm_patch_compliance; azure_vm_stopped_instance; azure_vm_volume_in_use
cisa_ce_v1_multi_cloud_Your_Systems-2_0007,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Systems-2,Learn who is on your network - Maintain inventories of network connections,,Learn,IAM,18,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_no_admin_policy; azure_entra_user_mfa_enabled; azure_entra_user_unused_credentials
cisa_ce_v1_multi_cloud_Your_Systems-3_0008,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Systems-3,Learn what information resides on your network,,Learn,Multiple,18,automated,,,CISA_CE_controls_with_checks.csv,azure_compute_vm_managed_by_automation; azure_storage_account_public_read_prohibited; azure_storage_account_public_write_prohibited
cisa_ce_v1_multi_cloud_Booting_Up-1_0009,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Booting Up-1,Employ a backup solution that automatically and continuously backs up critical data,,Employ,Multiple,52,automated,,,CISA_CE_controls_with_checks.csv,azure_backup_plan_min_retention; azure_backup_recovery_point_retention; azure_dynamodb_backup_enabled; azure_fsx_backup_enabled; azure_redshift_backup_enabled; azure_sql_aurora_backup_enabled; azure_sql_backup_enabled; azure_sql_database_backup_enabled; azure_vm_backup_enabled
cisa_ce_v1_multi_cloud_Booting_Up-2_0010,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Booting Up-2,Require multi-factor authentication (MFA) for all users,,Require,IAM,24,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_console_mfa_enabled; azure_entra_root_hardware_mfa_enabled; azure_entra_root_mfa_enabled; azure_entra_user_mfa_enabled
cisa_ce_v1_multi_cloud_Booting_Up-3_0011,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Booting Up-3,Enable automatic updates and patch quickly,,Enable,Multiple,24,automated,,,CISA_CE_controls_with_checks.csv,azure_app_service_managed_updates_enabled; azure_sql_auto_minor_version_upgrade; azure_synapse_cluster_maintenance_settings; azure_vm_patch_compliance
cisa_ce_v1_multi_cloud_Booting_Up-4_0012,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Booting Up-4,Implement secure configurations for hardware and software,,Implement,Multiple,30,automated,,,CISA_CE_controls_with_checks.csv,azure_storage_account_public_read_prohibited; azure_storage_account_public_write_prohibited; azure_vm_instance_no_public_ip; azure_vm_securitygroup_common_ports_restricted; azure_vm_securitygroup_ssh_restricted
cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Surroundings-1,Leverage multi-factor authentication for all users,,Leverage,IAM,18,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_console_mfa_enabled; azure_entra_root_mfa_enabled; azure_entra_user_mfa_enabled
cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Surroundings-2,Grant access based on need-to-know and least privilege,,Grant,IAM,24,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_group_has_users; azure_entra_no_admin_policy; azure_entra_user_in_group; azure_entra_user_no_inline_policies
cisa_ce_v1_multi_cloud_Your_Surroundings-3_0015,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Surroundings-3,Leverage unique passwords for all user accounts,,Leverage,IAM,6,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_password_policy_compliance
cisa_ce_v1_multi_cloud_Your_Surroundings-4_0016,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Surroundings-4,Develop IT policies addressing changes in user status,,Develop,IAM,6,automated,,,CISA_CE_controls_with_checks.csv,azure_entra_user_unused_credentials
cisa_ce_v1_multi_cloud_Your_Data-1_0017,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Data-1,Learn what is happening on your network,,Learn,Multiple,29,automated,,,CISA_CE_controls_with_checks.csv,azure_defender_enabled; azure_log_enabled; azure_monitor_alarm_configured; azure_monitor_logging_enabled; azure_network_flow_logs_enabled
cisa_ce_v1_multi_cloud_Your_Data-2_0018,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Data-2,Learn how your data is protected,,Learn,Multiple,29,automated,,,CISA_CE_controls_with_checks.csv,azure_keyvault_key_not_scheduled_for_deletion; azure_sql_storage_encrypted; azure_storage_account_default_encryption; azure_storage_account_encryption_enabled; azure_vm_disk_encrypted
cisa_ce_v1_multi_cloud_Your_Data-3_0019,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Data-3,Leverage malware protection capabilities,,Leverage,GUARDDUTY,12,automated,,,CISA_CE_controls_with_checks.csv,azure_defender_enabled; azure_defender_no_high_severity_findings
cisa_ce_v1_multi_cloud_Your_Data-4_0020,MULTI_CLOUD,CISA_CE,cisa_ce_v1,v1.0,Your Data-4,Establish regular automated backups,,Establish,Multiple,29,automated,,,CISA_CE_controls_with_checks.csv,azure_backup_plan_min_retention; azure_backup_recovery_point_retention; azure_cosmosdb_pitr_enabled; azure_sql_backup_enabled; azure_sql_database_backup_enabled
fedramp_moderate_multi_cloud_AC-2_0002,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2,Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_1_0003,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (1),Account Management | Automated System Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_2_0004,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (2),Account Management | Automated Temporary and Emergency Account Management,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_3_0005,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (3),Account Management | Disable Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_4_0006,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (4),Account Management | Automated Audit Actions,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_5_0007,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (5),Account Management | Inactivity Logout,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_7_0008,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (7),Account Management | Privileged User Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_9_0009,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (9),Account Management | Restrictions on Use of Shared and Group Accounts,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_11_0010,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (11),Account Management | Usage Conditions,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_12_0011,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (12),Account Management | Account Monitoring for Atypical Usage,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-2_13_0012,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-2 (13),Account Management | Disable Accounts for High-risk Individuals,,Account,IAM,16,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_user_accesskey_unused; azure_ad_user_console_access_unused
fedramp_moderate_multi_cloud_AC-5_0017,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-5,Separation of Duties,,Separation,IAM,9,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_policy_no_administrative_privileges
fedramp_moderate_multi_cloud_AC-6_0018,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-6,Least Privilege,,Least,IAM,22,automated,,,FedRAMP_controls_with_checks.csv,azure_ad_policy_no_administrative_privileges; azure_ad_policy_overly_permissive; azure_ad_role_least_privilege
fedramp_moderate_multi_cloud_AC-17_0034,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17,Remote Access,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,azure_compute_disk_public_snapshot; azure_compute_instance_public_ip; azure_functions_app_restrict_public_access; azure_functions_app_url_public; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_sql_database_no_public_access; azure_sql_database_snapshots_public_access; azure_storage_account_policy_public_write_access; azure_storage_account_public_access; azure_synapse_cluster_public_access
fedramp_moderate_multi_cloud_AC-17_1_0035,MULTI_CLOUD,FedRAMP,fedramp_moderate,Moderate,AC-17 (1),Remote Access | Monitoring and Control,,Remote,Multiple,63,automated,,,FedRAMP_controls_with_checks.csv,azure_compute_disk_public_snapshot; azure_compute_instance_public_ip; azure_functions_app_restrict_public_access; azure_functions_app_url_public; azure_hdinsight_cluster_master_nodes_no_public_ip; azure_sql_database_no_public_access; azure_sql_database_snapshots_public_access; azure_storage_account_policy_public_write_access; azure_storage_account_public_access; azure_synapse_cluster_public_access
