csp,rule_id,python_client,check_client,implementable,severity,is_duplicate,canonical_rule_id
aws,aws.apigateway.usageplan.api_stage_rate_limit_configured,boto3.apigateway,boto3.apigateway,SCAN_ABLE,medium,False,
aws,aws.apigateway.usageplan.api_stage_throttle_overrides_bounded,boto3.apigateway,boto3.apigateway,SCAN_ABLE,medium,False,
aws,aws.apigateway.v2api.authn_required,boto3.apigateway,boto3.apigateway,SCAN_ABLE,medium,False,
aws,aws.apigateway.v2api.authz_policies_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE,medium,False,
aws,aws.apigateway.v2api.private_networking_enforced,boto3.apigateway,boto3.apigateway,SCAN_ABLE,high,False,
aws,aws.apigateway.v2api.waf_enabled,boto3.apigateway,boto3.apigateway,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.api.access_logging_enabled,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.resource.api_access_logging_enabled,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_access_log_fields_identity_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_access_log_sink_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_access_logging_enabled,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_burst_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_execution_logging_level_minimum_error_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_logs_retention_days_minimum,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_quota_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_rate_limit_configured,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_throttle_overrides_bounded,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.apigatewayv2.stage.api_usage_plan_required_for_api_keys,boto3.apigatewayv2,boto3.apigatewayv2,SCAN_ABLE,medium,False,
aws,aws.appstream.resource.fleet_default_internet_access_disabled,boto3.appstream,boto3.appstream,SCAN_ABLE,medium,False,
aws,aws.appsync.field.level_logging_enabled,boto3.appsync,boto3.appsync,SCAN_ABLE,medium,False,
aws,aws.appsync.resource.field_level_logging_enabled,boto3.appsync,boto3.appsync,SCAN_ABLE,medium,False,
aws,aws.athena.resource.workgroup_logging_enabled,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.athena.workgroup.admin_activity_logging_enabled,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.athena.workgroup.athena_allowed_data_sources_allowlist_configured,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.athena.workgroup.encryption_at_rest_enabled,boto3.athena,boto3.athena,SCAN_ABLE,high,False,
aws,aws.athena.workgroup.logs_retention_days_minimum,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.athena.workgroup.query_access_logging_enabled,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.athena.workgroup.query_result_encryption_enabled,boto3.athena,boto3.athena,SCAN_ABLE,high,False,
aws,aws.athena.workgroup_encryption.at_rest_enabled,boto3.athena,boto3.athena,SCAN_ABLE,medium,False,
aws,aws.autoscaling.group.auto_scaling_group_configured,boto3.autoscaling,boto3.autoscaling,SCAN_ABLE,medium,False,
aws,aws.autoscaling.group.autoscaling_capacity_rebalance_enabled,boto3.autoscaling,boto3.autoscaling,SCAN_ABLE,medium,False,
aws,aws.autoscaling.group.autoscaling_multiple_az_configured,boto3.autoscaling,boto3.autoscaling,SCAN_ABLE,medium,False,
aws,aws.autoscaling.group.security_check_health_check_enabled,boto3.autoscaling,boto3.autoscaling,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alert_destinations_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alert_rules_for_job_failures_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alert_rules_for_sla_breach_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alerts_for_backup_failures_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alerts_for_replication_lag_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.alerts_for_rpo_rto_breach_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.backup_metrics_export_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.backup_results_storage_encrypted_and_private,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupjob.execution_roles_least_privilege,boto3.backup,boto3.iam,SCAN_ABLE,high,False,
aws,aws.backup.backupjob.logging_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupjob.network_private_only_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupjob.role_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.auth_roles_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.backup_admins_mfa_required,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_approvals_required_for_changes,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_cross_region_replication_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.backup_ec2_resources_included_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_job_success_rate_minimum,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_keys_access_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.backup_plan_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_plans_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_resource_discovery_synced_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_retention_minimum_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.backup_storage_encrypted_and_private,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.backup_vault_rbac_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.change_audit_logging_enabled,boto3.backup,boto3.backup,SCAN_ABLE,low,False,
aws,aws.backup.backupplan.encryption_in_transit_tls_required,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.failed_jobs_alerting_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.lag_monitoring_alerts_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.last_backup_recency_within_days,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupplan.no_public_access_to_backup_vault_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.policy_assignment_complete,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupplan.retention_days_minimum,boto3.backup,boto3.backup,SCAN_ABLE,low,False,
aws,aws.backup.backupplan.unprotected_assets_alerting_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_cross_region_replication_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_destination_private_only_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupvault.backup_immutable_or_worm_enabled_if_supported,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_schedule_defined_min_frequency_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_storage_immutability_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_vault_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.backup_vaults_exist_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.cmk_cmek_key_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.encryption_at_rest_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.backupvault.encryption_in_transit_tls_min_1_2_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupvault.key_policy_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.backupvault.key_rotation_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.recoverypoint.agent_to_service_tls_required,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.recoverypoint.backup_min_telemtry_required_no_pii,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.recoverypoint.backup_point_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.recoverypoint.backup_volumes_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.recoverypoint.encryption_at_rest_cmek_if_supported,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.recoverypoint.private_network_only_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.recoverypoint.recovery_point_retention_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.recoverypoint.security_groups_restrictive_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.reportplan.backup_plans_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.reportplan.backup_report_plan_configured,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.resource.backup_enabled_for_ec2,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.resource.backup_recovery_point_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.resource.backup_replication_enabled,boto3.backup,boto3.backup,SCAN_ABLE,medium,False,
aws,aws.backup.resource.backup_vaults_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.resource.encryption_enabled,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.resource.vault_encryption_enabled,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.restorejob.backup_logs_and_artifacts_encrypted,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.restorejob.cross_account_restore_blocked_by_policy_configured,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.restorejob.from_encrypted_backups_only,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.backup.restorejob.role_least_privilege,boto3.backup,boto3.backup,SCAN_ABLE,high,False,
aws,aws.batch.compute_environment.batch_uses_approved_launch_template_configured,boto3.batch,boto3.batch,SCAN_ABLE,medium,False,
aws,aws.batch.compute_environment.instance_profile_least_privilege,boto3.batch,boto3.iam,MULTI_OP,high,False,
aws,aws.batch.compute_environment.no_public_ip_assigned_configured,boto3.batch,boto3.batch,SCAN_ABLE,high,False,
aws,aws.batch.compute_environment.volumes_encrypted,boto3.batch,boto3.batch,SCAN_ABLE,high,False,
aws,aws.batch.jobqueue.batch_uses_approved_launch_template_configured,boto3.batch,boto3.batch,SCAN_ABLE,medium,False,
aws,aws.batch.jobqueue.instance_profile_least_privilege,boto3.batch,boto3.iam,MULTI_OP,high,True,aws.batch.compute_environment.instance_profile_least_privilege
aws,aws.batch.jobqueue.no_public_ip_assigned_configured,boto3.batch,boto3.batch,SCAN_ABLE,high,False,
aws,aws.batch.jobqueue.volumes_encrypted,boto3.batch,boto3.batch,SCAN_ABLE,high,False,
aws,aws.bedrock.model.bedrock_artifact_encrypted_at_rest,boto3.bedrock,boto3.bedrock,SCAN_ABLE,high,False,
aws,aws.bedrock.model.bedrock_image_scan_passed_configured,boto3.bedrock,boto3.bedrock,SCAN_ABLE,medium,False,
aws,aws.bedrock.model.bedrock_kms_cmk_used_configured,boto3.bedrock,boto3.bedrock,SCAN_ABLE,high,False,
aws,aws.bedrock.model.bedrock_package_approved_configured,boto3.bedrock,boto3.bedrock,SCAN_ABLE,medium,False,
aws,aws.bedrock.model.execution_role_least_privilege,boto3.bedrock,boto3.iam,SCAN_ABLE,high,False,
aws,aws.bedrock.model.kms_encryption_enabled,boto3.bedrock,boto3.bedrock,SCAN_ABLE,high,False,
aws,aws.bedrock.resource.model_invocation_logging_enabled,boto3.bedrock,boto3.bedrock,SCAN_ABLE,medium,False,
aws,aws.bedrock.resource.model_invocation_logs_encryption_enabled,boto3.bedrock,boto3.bedrock,SCAN_ABLE,high,False,
aws,aws.budgets.budget.alert_destinations_configured,boto3.budgets,boto3.budgets,SCAN_ABLE,medium,False,
aws,aws.budgets.budget.alert_thresholds_configured,boto3.budgets,boto3.budgets,SCAN_ABLE,medium,False,
aws,aws.budgets.budget.budgets_s_defined_for_accounts_or_projects_configured,boto3.budgets,boto3.budgets,SCAN_ABLE,medium,False,
aws,aws.budgets.budget.modify_permissions_restricted,boto3.budgets,boto3.budgets,SCAN_ABLE,high,False,
aws,aws.cloudformation.stack.change_audit_logging_enabled,boto3.cloudformation,boto3.cloudformation,SCAN_ABLE,low,False,
aws,aws.cloudformation.stack.cloudformation_approvals_required_for_changes,boto3.cloudformation,boto3.cloudformation,SCAN_ABLE,medium,False,
aws,aws.cloudformation.stack.cloudformation_storage_encrypted_and_private,boto3.cloudformation,boto3.cloudformation,SCAN_ABLE,high,False,
aws,aws.cloudfront.cachepolicy.cache_allowlists_minimal_query_headers_cookies_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.cachepolicy.no_sensitive_headers_cached_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.cachepolicy.respects_cache_control_no_store_private_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.distribution.access_logging_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.cache_key_excludes_sensitive_headers_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.cache_key_minimal_query_and_cookie_variants_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.hsts_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.https_only_viewer_protocol_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.origin_access_restricted,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.signed_urls_headers_required_private_content,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.distribution.tls_min_1_2_enforced,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.distribution.valid_trusted_certificate_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distribution.waf_web_acl_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distributions.custom_ssl_certificate_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.distributions.distribution_https_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distributions.logging_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.distributions_multiple_origin_failover_configured.distributions_origin_failover_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.origin_request_policy.cloudfront_forward_cookies_minimal_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.origin_request_policy.cloudfront_forward_headers_minimal_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.origin_request_policy.cloudfront_forward_querystrings_minimal_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.origin_request_policy.cloudfront_no_secret_headers_forwarded_configured,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.resource.cloudfront_https_required,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.resource.distributions_field_level_encryption_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudfront.resource.distributions_logging_enabled,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,medium,False,
aws,aws.cloudfront.resource.distributions_origin_traffic_encrypted,boto3.cloudfront,boto3.cloudfront,SCAN_ABLE,high,False,
aws,aws.cloudtrail.account.usage_monitoring_config_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.bucket.access_logging_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.bucket.is_not_publicly_accessible_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,high,False,
aws,aws.cloudtrail.cloudwatch.logging_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin.cloudwatch_monitor_no_mfa_console_signin_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.group.change_alerts_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.group.trail_cloudtrail_configuration_changes_monitored,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.kms.encryption_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,high,False,
aws,aws.cloudtrail.log.file_validation_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.logs.s3_bucket_access_logging_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.logs.s3_bucket_is_not_publicly_accessible_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,high,False,
aws,aws.cloudtrail.monitor_organizations_changes_metric_filter.trail_cloudtrail_monitor_organizations_changes_metric_filter_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.multi.trail_cloudtrail_region_enabled,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.nacl_event_selectors_monitoring.nacl_event_selectors_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.network.gateway_change_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.network.gateway_changes_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.organizations_changes_monitoring_setup.organizations_changes_monitoring_setup_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
aws,aws.cloudtrail.policy.change_monitoring_configured,boto3.cloudtrail,boto3.cloudtrail,SCAN_ABLE,medium,False,
