csp,service,op_name,op_kind,is_independent,python_call,yaml_action,required_params,optional_params,param_count,output_fields,output_fields_types,compliance_categories,resource_type,target_resource_id_param,iam_action,ciem_rule_count,ciem_rule_yaml,is_active,updated_at
alicloud,airec,alicloud.airec.UpdateExperimentBasicInfo,write_update,Yes,client.UpdateExperimentBasicInfo(),UpdateExperimentBasicInfo,,,0,,,,,,airec:UpdateExperimentBasicInfo,0,,true,2026-04-17T14:43:54Z
alicloud,airec,alicloud.airec.UpdateExperimentConfig,write_update,Yes,client.UpdateExperimentConfig(),UpdateExperimentConfig,,,0,,,,,,airec:UpdateExperimentConfig,0,,true,2026-04-17T14:43:54Z
alicloud,airec,alicloud.airec.UpdateExperimentStatus,write_update,Yes,client.UpdateExperimentStatus(),UpdateExperimentStatus,,,0,,,,,,airec:UpdateExperimentStatus,0,,true,2026-04-17T14:43:54Z
alicloud,airec,alicloud.airec.UpgradeInstance,write_update,Yes,client.UpgradeInstance(),UpgradeInstance,,,0,,,,,,airec:UpgradeInstance,0,,true,2026-04-17T14:43:54Z
alicloud,airec,alicloud.airec.ValidateInstance,write_update,Yes,client.ValidateInstance(),ValidateInstance,,,0,,,,,,airec:ValidateInstance,0,,true,2026-04-17T14:43:54Z
alicloud,airec,alicloud.airec.VerifyRankingSystem,write_update,Yes,client.VerifyRankingSystem(),VerifyRankingSystem,,,0,,,,,,airec:VerifyRankingSystem,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.AssociateAclsWithListener,write_apply,Yes,client.AssociateAclsWithListener(),AssociateAclsWithListener,,,0,instance_id|instance_name|acls_with_listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|acls_with_listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:AssociateAclsWithListener,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.AssociateAdditionalCertificatesWithListener,write_apply,Yes,client.AssociateAdditionalCertificatesWithListener(),AssociateAdditionalCertificatesWithListener,,,0,instance_id|instance_name|additional_certificates_with_listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|additional_certificates_with_listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:AssociateAdditionalCertificatesWithListener,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.AttachCommonBandwidthPackageToLoadBalancer,write_apply,Yes,client.AttachCommonBandwidthPackageToLoadBalancer(),AttachCommonBandwidthPackageToLoadBalancer,,,0,instance_id|instance_name|common_bandwidth_package_to_load_balancer_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|common_bandwidth_package_to_load_balancer_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:AttachCommonBandwidthPackageToLoadBalancer,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.CreateListener,write_create,Yes,client.CreateListener(),CreateListener,,,0,instance_id|instance_name|listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:CreateListener,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.DissociateAclsFromListener,other,Yes,client.DissociateAclsFromListener(),DissociateAclsFromListener,,,0,instance_id|instance_name|dissociate_acls_from_listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|dissociate_acls_from_listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:DissociateAclsFromListener,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.DissociateAdditionalCertificatesFromListener,other,Yes,client.DissociateAdditionalCertificatesFromListener(),DissociateAdditionalCertificatesFromListener,,,0,instance_id|instance_name|dissociate_additional_certificates_from_listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|dissociate_additional_certificates_from_listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:DissociateAdditionalCertificatesFromListener,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.AddEntriesToAcl,write_apply,Yes,client.AddEntriesToAcl(),AddEntriesToAcl,,,0,instance_id|instance_name|entries_to_acl_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|entries_to_acl_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:AddEntriesToAcl,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.AddServersToServerGroup,write_apply,Yes,client.AddServersToServerGroup(),AddServersToServerGroup,,,0,instance_id|instance_name|servers_to_server_group_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|servers_to_server_group_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:AddServersToServerGroup,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.ApplyHealthCheckTemplateToServerGroup,write_apply,Yes,client.ApplyHealthCheckTemplateToServerGroup(),ApplyHealthCheckTemplateToServerGroup,,,0,instance_id|instance_name|health_check_template_to_server_group_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|health_check_template_to_server_group_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:ApplyHealthCheckTemplateToServerGroup,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.CancelShiftLoadBalancerZones,other,Yes,client.CancelShiftLoadBalancerZones(),CancelShiftLoadBalancerZones,,,0,instance_id|instance_name|shift_load_balancer_zon_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|shift_load_balancer_zon_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:CancelShiftLoadBalancerZones,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.CreateAScripts,write_create,Yes,client.CreateAScripts(),CreateAScripts,,,0,instance_id|instance_name|a_script_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|a_script_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,,alb:CreateAScripts,0,,true,2026-04-17T14:43:54Z
alicloud,alb,alicloud.alb.DeleteListener,write_delete,No,client.DeleteListener(),DeleteListener,listener_id,,1,instance_id|instance_name|listener_status|creation_time|region_id|zone_id|tags,instance_id:string|instance_name:string|listener_status:string|creation_time:string|region_id:string|zone_id:string|tags:string,,,listener_id,alb:DeleteListener,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddCustomLine,write_create,Yes,client.AddCustomLine(),AddCustomLine,,,0,,,,,,alidns:AddCustomLine,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDnsCacheDomain,write_create,Yes,client.AddDnsCacheDomain(),AddDnsCacheDomain,,,0,,,,,,alidns:AddDnsCacheDomain,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDnsGtmAccessStrategy,write_create,Yes,client.AddDnsGtmAccessStrategy(),AddDnsGtmAccessStrategy,,,0,,,,,,alidns:AddDnsGtmAccessStrategy,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDnsGtmAddressPool,write_create,Yes,client.AddDnsGtmAddressPool(),AddDnsGtmAddressPool,,,0,,,,,,alidns:AddDnsGtmAddressPool,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDnsGtmMonitor,write_create,Yes,client.AddDnsGtmMonitor(),AddDnsGtmMonitor,,,0,,,,,,alidns:AddDnsGtmMonitor,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDomain,write_create,Yes,client.AddDomain(),AddDomain,,,0,,,,,,alidns:AddDomain,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDomainBackup,write_create,Yes,client.AddDomainBackup(),AddDomainBackup,,,0,,,,,,alidns:AddDomainBackup,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDomainGroup,write_create,Yes,client.AddDomainGroup(),AddDomainGroup,,,0,,,,,,alidns:AddDomainGroup,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddDomainRecord,write_create,Yes,client.AddDomainRecord(),AddDomainRecord,,,0,,,,,,alidns:AddDomainRecord,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddGtmAccessStrategy,write_create,Yes,client.AddGtmAccessStrategy(),AddGtmAccessStrategy,,,0,,,,,,alidns:AddGtmAccessStrategy,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddGtmAddressPool,write_create,Yes,client.AddGtmAddressPool(),AddGtmAddressPool,,,0,,,,,,alidns:AddGtmAddressPool,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddGtmMonitor,write_create,Yes,client.AddGtmMonitor(),AddGtmMonitor,,,0,,,,,,alidns:AddGtmMonitor,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.AddGtmRecoveryPlan,write_create,Yes,client.AddGtmRecoveryPlan(),AddGtmRecoveryPlan,,,0,,,,,,alidns:AddGtmRecoveryPlan,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.BindInstanceDomains,write_update,Yes,client.BindInstanceDomains(),BindInstanceDomains,,,0,,,,,,alidns:BindInstanceDomains,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.ChangeDomainGroup,write_update,Yes,client.ChangeDomainGroup(),ChangeDomainGroup,,,0,,,,,,alidns:ChangeDomainGroup,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.ChangeDomainOfDnsProduct,write_update,Yes,client.ChangeDomainOfDnsProduct(),ChangeDomainOfDnsProduct,,,0,,,,,,alidns:ChangeDomainOfDnsProduct,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.CopyGtmConfig,write_update,Yes,client.CopyGtmConfig(),CopyGtmConfig,,,0,,,,,,alidns:CopyGtmConfig,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.CreatePdnsAppKey,write_create,Yes,client.CreatePdnsAppKey(),CreatePdnsAppKey,,,0,,,,,,alidns:CreatePdnsAppKey,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.CreatePdnsUdpIpSegment,write_create,Yes,client.CreatePdnsUdpIpSegment(),CreatePdnsUdpIpSegment,,,0,,,,,,alidns:CreatePdnsUdpIpSegment,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.DeleteCustomLines,write_delete,Yes,client.DeleteCustomLines(),DeleteCustomLines,,,0,,,,,,alidns:DeleteCustomLines,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.DeleteDnsCacheDomain,write_delete,Yes,client.DeleteDnsCacheDomain(),DeleteDnsCacheDomain,,,0,,,,,,alidns:DeleteDnsCacheDomain,0,,true,2026-04-17T14:43:54Z
alicloud,alidns,alicloud.alidns.DeleteDnsGtmAccessStrategy,write_delete,Yes,client.DeleteDnsGtmAccessStrategy(),DeleteDnsGtmAccessStrategy,,,0,,,,,,alidns:DeleteDnsGtmAccessStrategy,0,,true,2026-04-17T14:43:54Z
