csp,service,rule_id
aws,apigatewayv2,aws.apigatewayv2.stage.api_quota_limit_configured
aws,apigatewayv2,aws.apigatewayv2.stage.api_rate_limit_configured
aws,apigatewayv2,aws.apigatewayv2.stage.api_throttle_overrides_bounded
aws,apigatewayv2,aws.apigatewayv2.stage.api_usage_plan_required_for_api_keys
aws,apigatewayv2,aws.apigatewayv2.stage.default_route_detailed_metrics_enabled
aws,appconfig,aws.appconfig.application.description
aws,appconfig,aws.appconfig.application.tagged
aws,appconfig,aws.appconfig.configuration_profile.tagged
aws,appconfig,aws.appconfig.configuration_profile.validators_not_empty
aws,appconfig,aws.appconfig.deployment_strategy.description
aws,appconfig,aws.appconfig.deployment_strategy.minimum_final_bake_time
aws,appconfig,aws.appconfig.deployment_strategy.replicate_to_ssm
aws,appconfig,aws.appconfig.deployment_strategy.tagged
aws,appconfig,aws.appconfig.environment.description
aws,appconfig,aws.appconfig.environment.tagged
aws,appconfig,aws.appconfig.extension_association.tagged
aws,appconfig,aws.appconfig.freeform.profile_config_storage
aws,appconfig,aws.appconfig.hosted_configuration_version.description
aws,appflow,aws.appflow.flow.tagged
aws,appflow,aws.appflow.flow.type_check
aws,appintegrations,aws.appintegrations.application.approved_origins_check
aws,appintegrations,aws.appintegrations.application.tagged
aws,appintegrations,aws.appintegrations.event_integration.description
aws,appintegrations,aws.appintegrations.event_integration.tagged
aws,appmesh,aws.appmesh.gateway_route.tagged
aws,appmesh,aws.appmesh.mesh.deny_tcp_forwarding
aws,appmesh,aws.appmesh.mesh.ip_pref_check
aws,appmesh,aws.appmesh.mesh.tagged
aws,appmesh,aws.appmesh.route.tagged
aws,appmesh,aws.appmesh.virtual_gateway.backend_defaults_tls
aws,appmesh,aws.appmesh.virtual_gateway.listeners_health_check_enabled
aws,appmesh,aws.appmesh.virtual_gateway.logging_file_path_exists
aws,appmesh,aws.appmesh.virtual_gateway.tagged
aws,appmesh,aws.appmesh.virtual_node.backend_defaults_tls_on
aws,appmesh,aws.appmesh.virtual_node.cloud_map_ip_pref_check
aws,appmesh,aws.appmesh.virtual_node.dns_ip_pref_check
aws,appmesh,aws.appmesh.virtual_node.listeners_health_check_enabled
aws,appmesh,aws.appmesh.virtual_node.listeners_outlier_detect_enabled
aws,appmesh,aws.appmesh.virtual_node.logging_file_path_exists
aws,appmesh,aws.appmesh.virtual_node.service_backends_tls_enforced
aws,appmesh,aws.appmesh.virtual_node.tagged
aws,appmesh,aws.appmesh.virtual_router.tagged
aws,appmesh,aws.appmesh.virtual_service.tagged
aws,approved,aws.approved.amis.by_id
aws,approved,aws.approved.amis.by_tag
aws,apprunner,aws.apprunner.service.in_vpc
aws,apprunner,aws.apprunner.service.ip_address_type_check
aws,apprunner,aws.apprunner.service.max_unhealthy_threshold
aws,apprunner,aws.apprunner.service.no_public_access
aws,apprunner,aws.apprunner.service.observability_enabled
aws,apprunner,aws.apprunner.service.tagged
aws,apprunner,aws.apprunner.vpc.connector_tagged
aws,appstream,aws.appstream.resource.fleet_default_internet_access_disabled
aws,appsync,aws.appsync.associated.with_waf
aws,appsync,aws.appsync.authorization.check
aws,appsync,aws.appsync.cache.ct_encryption_at_rest
aws,appsync,aws.appsync.cache.ct_encryption_in_transit
aws,appsync,aws.appsync.cache.encryption_at_rest
aws,appsync,aws.appsync.field.level_logging_enabled
aws,appsync,aws.appsync.graphql.api_xray_enabled
aws,appsync,aws.appsync.resource.field_level_logging_enabled
aws,aps,aws.aps.rule_groups_namespace.tagged
aws,athena,aws.athena.prepared.statement_description
aws,athena,aws.athena.resource.workgroup_logging_enabled
aws,athena,aws.athena.workgroup.admin_activity_logging_enabled
aws,athena,aws.athena.workgroup.athena_allowed_data_sources_allowlist_configured
aws,athena,aws.athena.workgroup.encryption_at_rest_enabled
aws,athena,aws.athena.workgroup.logs_retention_days_minimum
aws,athena,aws.athena.workgroup.query_access_logging_enabled
aws,athena,aws.athena.workgroup.query_result_encryption_enabled
aws,athena,aws.athena.workgroup_encryption.at_rest_enabled
aws,auditmanager,aws.auditmanager.assessment.tagged
aws,autoscaling,aws.autoscaling.group.auto_scaling_group_configured
aws,autoscaling,aws.autoscaling.group.autoscaling_capacity_rebalance_enabled
aws,autoscaling,aws.autoscaling.group.autoscaling_multiple_az_configured
aws,autoscaling,aws.autoscaling.group.security_check_health_check_enabled
aws,autoscaling,aws.autoscaling.launch_config.hop_limit
aws,autoscaling,aws.autoscaling.launch_config.public_ip_disabled
aws,autoscaling,aws.autoscaling.launch_template.configured
aws,autoscaling,aws.autoscaling.launchconfig.requires_imdsv2
aws,backup,aws.backup.backupjob.alert_destinations_configured
aws,backup,aws.backup.backupjob.alert_rules_for_job_failures_configured
aws,backup,aws.backup.backupjob.alert_rules_for_sla_breach_configured
aws,backup,aws.backup.backupjob.alerts_for_backup_failures_configured
aws,backup,aws.backup.backupjob.alerts_for_replication_lag_configured
aws,backup,aws.backup.backupjob.alerts_for_rpo_rto_breach_configured
aws,backup,aws.backup.backupjob.backup_metrics_export_enabled
aws,backup,aws.backup.backupjob.backup_results_storage_encrypted_and_private
aws,backup,aws.backup.backupjob.execution_roles_least_privilege
aws,backup,aws.backup.backupjob.logging_enabled
aws,backup,aws.backup.backupjob.network_private_only_configured
aws,backup,aws.backup.backupjob.role_least_privilege
aws,backup,aws.backup.backupplan.auth_roles_least_privilege
aws,backup,aws.backup.backupplan.backup_admins_mfa_required
aws,backup,aws.backup.backupplan.backup_approvals_required_for_changes
aws,backup,aws.backup.backupplan.backup_cross_region_replication_encrypted
aws,backup,aws.backup.backupplan.backup_ec2_resources_included_configured
aws,backup,aws.backup.backupplan.backup_job_success_rate_minimum
aws,backup,aws.backup.backupplan.backup_keys_access_least_privilege
aws,backup,aws.backup.backupplan.backup_plan_configured
aws,backup,aws.backup.backupplan.backup_plans_configured
aws,backup,aws.backup.backupplan.backup_resource_discovery_synced_configured
aws,backup,aws.backup.backupplan.backup_retention_minimum_configured
aws,backup,aws.backup.backupplan.backup_storage_encrypted_and_private
aws,backup,aws.backup.backupplan.backup_vault_rbac_least_privilege
aws,backup,aws.backup.backupplan.change_audit_logging_enabled
aws,backup,aws.backup.backupplan.encryption_in_transit_tls_required
aws,backup,aws.backup.backupplan.failed_jobs_alerting_enabled
aws,backup,aws.backup.backupplan.lag_monitoring_alerts_enabled
aws,backup,aws.backup.backupplan.last_backup_recency_within_days
aws,backup,aws.backup.backupplan.no_public_access_to_backup_vault_configured
aws,backup,aws.backup.backupplan.policy_assignment_complete
aws,backup,aws.backup.backupplan.retention_days_minimum
aws,backup,aws.backup.backupplan.unprotected_assets_alerting_enabled
aws,backup,aws.backup.backupvault.backup_cross_region_replication_enabled
aws,backup,aws.backup.backupvault.backup_destination_private_only_configured
aws,backup,aws.backup.backupvault.backup_immutable_or_worm_enabled_if_supported
aws,backup,aws.backup.backupvault.backup_schedule_defined_min_frequency_configured
aws,backup,aws.backup.backupvault.backup_storage_immutability_enabled
aws,backup,aws.backup.backupvault.backup_vault_configured
aws,backup,aws.backup.backupvault.backup_vaults_exist_configured
aws,backup,aws.backup.backupvault.cmk_cmek_key_configured
aws,backup,aws.backup.backupvault.encryption_at_rest_enabled
aws,backup,aws.backup.backupvault.encryption_in_transit_tls_min_1_2_configured
aws,backup,aws.backup.backupvault.key_policy_least_privilege
aws,backup,aws.backup.backupvault.key_rotation_enabled
aws,backup,aws.backup.recoverypoint.agent_to_service_tls_required
aws,backup,aws.backup.recoverypoint.backup_min_telemtry_required_no_pii
aws,backup,aws.backup.recoverypoint.backup_point_encrypted
aws,backup,aws.backup.recoverypoint.backup_volumes_encrypted
aws,backup,aws.backup.recoverypoint.encryption_at_rest_cmek_if_supported
aws,backup,aws.backup.recoverypoint.private_network_only_configured
aws,backup,aws.backup.recoverypoint.recovery_point_retention_configured
aws,backup,aws.backup.recoverypoint.security_groups_restrictive_configured
aws,backup,aws.backup.reportplan.backup_plans_configured
aws,backup,aws.backup.reportplan.backup_report_plan_configured
aws,backup,aws.backup.resource.backup_enabled_for_ec2
aws,backup,aws.backup.resource.backup_recovery_point_encrypted
aws,backup,aws.backup.resource.backup_replication_enabled
aws,backup,aws.backup.resource.backup_vaults_encrypted
aws,backup,aws.backup.resource.encryption_enabled
aws,backup,aws.backup.resource.vault_encryption_enabled
aws,backup,aws.backup.restorejob.backup_logs_and_artifacts_encrypted
aws,backup,aws.backup.restorejob.cross_account_restore_blocked_by_policy_configured
aws,backup,aws.backup.restorejob.from_encrypted_backups_only
aws,backup,aws.backup.restorejob.role_least_privilege
aws,batch,aws.batch.compute_environment.batch_uses_approved_launch_template_configured
aws,batch,aws.batch.compute_environment.instance_profile_least_privilege
aws,batch,aws.batch.compute_environment.no_public_ip_assigned_configured
aws,batch,aws.batch.compute_environment.volumes_encrypted
aws,batch,aws.batch.job_queue.enabled
aws,batch,aws.batch.job_queue.tagged
aws,batch,aws.batch.jobqueue.batch_uses_approved_launch_template_configured
aws,batch,aws.batch.jobqueue.instance_profile_least_privilege
aws,batch,aws.batch.jobqueue.no_public_ip_assigned_configured
aws,batch,aws.batch.jobqueue.volumes_encrypted
aws,batch,aws.batch.scheduling_policy.tagged
aws,bedrock,aws.bedrock.model.bedrock_artifact_encrypted_at_rest
aws,bedrock,aws.bedrock.model.bedrock_image_scan_passed_configured
aws,bedrock,aws.bedrock.model.bedrock_kms_cmk_used_configured
aws,bedrock,aws.bedrock.model.bedrock_package_approved_configured
aws,bedrock,aws.bedrock.model.execution_role_least_privilege
aws,bedrock,aws.bedrock.model.kms_encryption_enabled
aws,bedrock,aws.bedrock.resource.model_invocation_logging_enabled
aws,bedrock,aws.bedrock.resource.model_invocation_logs_encryption_enabled
aws,budgets,aws.budgets.budget.alert_destinations_configured
aws,budgets,aws.budgets.budget.alert_thresholds_configured
aws,budgets,aws.budgets.budget.budgets_s_defined_for_accounts_or_projects_configured
aws,budgets,aws.budgets.budget.modify_permissions_restricted
aws,cassandra,aws.cassandra.keyspace.tagged
aws,cloudformation,aws.cloudformation.stack.change_audit_logging_enabled
aws,cloudformation,aws.cloudformation.stack.cloudformation_approvals_required_for_changes
aws,cloudformation,aws.cloudformation.stack.cloudformation_storage_encrypted_and_private
aws,cloudformation,aws.cloudformation.termination.protection_check
aws,cloudfront,aws.cloudfront.accesslogs.enabled
aws,cloudfront,aws.cloudfront.cachepolicy.cache_allowlists_minimal_query_headers_cookies_configured
aws,cloudfront,aws.cloudfront.cachepolicy.no_sensitive_headers_cached_configured
aws,cloudfront,aws.cloudfront.cachepolicy.respects_cache_control_no_store_private_configured
aws,cloudfront,aws.cloudfront.default.root_object_configured
aws,cloudfront,aws.cloudfront.distribution.access_logging_enabled
aws,cloudfront,aws.cloudfront.distribution.cache_key_excludes_sensitive_headers_configured
aws,cloudfront,aws.cloudfront.distribution.cache_key_minimal_query_and_cookie_variants_configured
aws,cloudfront,aws.cloudfront.distribution.hsts_enabled
aws,cloudfront,aws.cloudfront.distribution.https_only_viewer_protocol_configured
aws,cloudfront,aws.cloudfront.distribution.origin_access_restricted
aws,cloudfront,aws.cloudfront.distribution.signed_urls_headers_required_private_content
aws,cloudfront,aws.cloudfront.distribution.tls_min_1_2_enforced
aws,cloudfront,aws.cloudfront.distribution.valid_trusted_certificate_enabled
aws,cloudfront,aws.cloudfront.distribution.waf_web_acl_enabled
aws,cloudfront,aws.cloudfront.distributions.custom_ssl_certificate_configured
aws,cloudfront,aws.cloudfront.distributions.distribution_https_enabled
aws,cloudfront,aws.cloudfront.distributions.logging_enabled
aws,cloudfront,aws.cloudfront.distributions.using_deprecated_ssl_protocols_configured
aws,cloudfront,aws.cloudfront.distributions_multiple_origin_failover_configured.distributions_origin_failover_configured
aws,cloudfront,aws.cloudfront.origin_request_policy.cloudfront_forward_cookies_minimal_configured
aws,cloudfront,aws.cloudfront.origin_request_policy.cloudfront_forward_headers_minimal_configured
aws,cloudfront,aws.cloudfront.origin_request_policy.cloudfront_forward_querystrings_minimal_configured
aws,cloudfront,aws.cloudfront.origin_request_policy.cloudfront_no_secret_headers_forwarded_configured
aws,cloudfront,aws.cloudfront.resource.cloudfront_https_required
aws,cloudfront,aws.cloudfront.resource.distributions_field_level_encryption_enabled
aws,cloudfront,aws.cloudfront.resource.distributions_logging_enabled
aws,cloudfront,aws.cloudfront.resource.distributions_origin_traffic_encrypted
aws,cloudfront,aws.cloudfront.sni.enabled
aws,cloudtrail,aws.cloudtrail.account.usage_monitoring_config_configured
aws,cloudtrail,aws.cloudtrail.bucket.access_logging_enabled
aws,cloudtrail,aws.cloudtrail.bucket.is_not_publicly_accessible_configured
aws,cloudtrail,aws.cloudtrail.cloud.watch_logs_enabled
aws,cloudtrail,aws.cloudtrail.cloudwatch.logging_enabled
aws,cloudtrail,aws.cloudtrail.cloudwatch_monitor_no_mfa_console_signin.cloudwatch_monitor_no_mfa_console_signin_configured
aws,cloudtrail,aws.cloudtrail.config_changes_monitoring.config_changes_monitoring_configured
aws,cloudtrail,aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured
aws,cloudtrail,aws.cloudtrail.enabled.configured
aws,cloudtrail,aws.cloudtrail.encryption.enabled
aws,cloudtrail,aws.cloudtrail.group.change_alerts_configured
aws,cloudtrail,aws.cloudtrail.group.trail_cloudtrail_configuration_changes_monitored
aws,cloudtrail,aws.cloudtrail.kms.encryption_enabled
aws,cloudtrail,aws.cloudtrail.log.file_validation_enabled
aws,cloudtrail,aws.cloudtrail.logs.s3_bucket_access_logging_enabled
aws,cloudtrail,aws.cloudtrail.logs.s3_bucket_is_not_publicly_accessible_configured
aws,cloudtrail,aws.cloudtrail.monitor_organizations_changes_metric_filter.trail_cloudtrail_monitor_organizations_changes_metric_filter_configured
aws,cloudtrail,aws.cloudtrail.multi.trail_cloudtrail_region_enabled
aws,cloudtrail,aws.cloudtrail.nacl_event_selectors_monitoring.nacl_event_selectors_monitoring_configured
aws,cloudtrail,aws.cloudtrail.network.gateway_change_monitoring_configured
aws,cloudtrail,aws.cloudtrail.network.gateway_changes_configured
aws,cloudtrail,aws.cloudtrail.organizations_changes_monitoring_setup.organizations_changes_monitoring_setup_configured
aws,cloudtrail,aws.cloudtrail.policy.change_monitoring_configured
aws,cloudtrail,aws.cloudtrail.resource.cloudwatch_logging_enabled
aws,cloudtrail,aws.cloudtrail.resource.kms_encryption_enabled
aws,cloudtrail,aws.cloudtrail.resource.nacl_change_monitoring_configuration_configured
aws,cloudtrail,aws.cloudtrail.resource.trail_cloudtrail_log_file_validation_enabled
aws,cloudtrail,aws.cloudtrail.resource.trail_cloudtrail_multi_region_enabled
aws,cloudtrail,aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled
aws,cloudtrail,aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled
aws,cloudtrail,aws.cloudtrail.resource.vpc_changes_monitoring_enabled
aws,cloudtrail,aws.cloudtrail.route_table_changes_metric_filter_alarm.route_table_changes_metric_filter_alarm_configured
aws,cloudtrail,aws.cloudtrail.route_table_changes_metric_filter_alarm_monitoring.route_table_changes_monitored
aws,cloudtrail,aws.cloudtrail.s3.trail_cloudtrail_dataevents_read_enabled
aws,cloudtrail,aws.cloudtrail.s3.trail_cloudtrail_dataevents_write_enabled
aws,cloudtrail,aws.cloudtrail.threat_detection_enumeration.trail_cloudtrail_threat_detection_enumeration_configured
aws,cloudtrail,aws.cloudtrail.threat_detection_llm_jacking.trail_cloudtrail_threat_detection_llm_jacking_configured
aws,cloudtrail,aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured
aws,cloudtrail,aws.cloudtrail.trail.alert_destinations_configured
aws,cloudtrail,aws.cloudtrail.trail.alerts_for_anomalies_configured
aws,cloudtrail,aws.cloudtrail.trail.cloudtrail_trail_ids_ips_enabled_if_supported
aws,cloudtrail,aws.cloudtrail.trail.flow_logging_enabled
aws,cloudtrail,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted
aws,cloudtrail,aws.cloudtrail.trail.retention_days_minimum
aws,cloudtrail,aws.cloudtrail.unauthorized_api_calls_monitoring_configured.unauthorized_api_calls_monitoring_configured_configured
aws,cloudwatch,aws.cloudwatch.alarm.alert_destinations_configured
aws,cloudwatch,aws.cloudwatch.alarm.alerts_for_backup_failures_configured
aws,cloudwatch,aws.cloudwatch.alarm.alerts_for_replication_lag_configured
aws,cloudwatch,aws.cloudwatch.alarm.alerts_for_rpo_rto_breach_configured
aws,cloudwatch,aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured
aws,cloudwatch,aws.cloudwatch.alarm.cloudwatch_alarm_critical_s_enabled
aws,cloudwatch,aws.cloudwatch.alarm.destinations_authenticated_configured
aws,cloudwatch,aws.cloudwatch.alarm_cpu_utilization_configured.alarm_cloudwatch_alarm_cpu_utilization_configured
aws,cloudwatch,aws.cloudwatch.alarm_memory_utilization_configured.alarm_cloudwatch_alarm_memory_utilization_configured
aws,cloudwatch,aws.cloudwatch.alarmconfigured.alarm_cloudwatch_alarm_configured
aws,cloudwatch,aws.cloudwatch.anomalydetector.alerts_configured
aws,cloudwatch,aws.cloudwatch.anomalydetector.cloudwatch_detectors_enabled
aws,cloudwatch,aws.cloudwatch.anomalydetector.cloudwatch_training_data_sources_approved_configured
aws,cloudwatch,aws.cloudwatch.bucket.policy_changes_configured
aws,cloudwatch,aws.cloudwatch.changes.to_network_acls_alarm_configured
aws,cloudwatch,aws.cloudwatch.changes.to_network_gateways_alarm_configured
aws,cloudwatch,aws.cloudwatch.changes.to_network_route_tables_alarm_configured
aws,cloudwatch,aws.cloudwatch.changes.to_vpcs_alarm_configured
aws,cloudwatch,aws.cloudwatch.changes_to_vpcs_alarm_configured.changes_to_vpcs_alarm_configured_configured
aws,cloudwatch,aws.cloudwatch.dashboard.cloudwatch_sharing_restricted_to_org_configured
aws,cloudwatch,aws.cloudwatch.dashboard.cloudwatch_sso_required
aws,cloudwatch,aws.cloudwatch.dashboard.public_embeds_disabled
aws,cloudwatch,aws.cloudwatch.destination.endpoint_private_networking_configured
aws,cloudwatch,aws.cloudwatch.destination.iam_policy_least_privilege
aws,cloudwatch,aws.cloudwatch.destination.tls_min_1_2_enforced
aws,cloudwatch,aws.cloudwatch.group.cloudwatch_configuration_changes_monitored
aws,cloudwatch,aws.cloudwatch.group.cloudwatch_log_edr_log_delivery_configured
aws,cloudwatch,aws.cloudwatch.group.cloudwatch_log_no_secrets_in_logs_configured
aws,cloudwatch,aws.cloudwatch.group.kms_encryption_enabled
aws,cloudwatch,aws.cloudwatch.group.not_publicly_accessible_configured
aws,cloudwatch,aws.cloudwatch.group.retention_policy_configured
aws,cloudwatch,aws.cloudwatch.insightsquery.cloudwatch_storage_encrypted
aws,cloudwatch,aws.cloudwatch.insightsquery.rbac_least_privilege
aws,cloudwatch,aws.cloudwatch.log.group_kms_encryption_enabled
aws,cloudwatch,aws.cloudwatch.log.group_retention_policy_specific_days_enabled
aws,cloudwatch,aws.cloudwatch.log.metric_alarm_kms_cmk_deletion_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_authentication_failures_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_for_s3_bucket_policy_changes_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_policy_changes_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_security_group_changes_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_sign_in_without_mfa_configured
aws,cloudwatch,aws.cloudwatch.log.metric_filter_unauthorized_api_calls_configured
aws,cloudwatch,aws.cloudwatch.log.metric_log_metric_alarm_aws_config_configuration_changes_configured
aws,cloudwatch,aws.cloudwatch.log.metric_log_metric_alarm_cloudtrail_configuration_changes_configured
aws,cloudwatch,aws.cloudwatch.log.metric_log_metric_filter_root_usage_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_alarm_configured.log_metric_log_metric_filter_alarm_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_authentication_failures.log_metric_filter_authentication_failures_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_aws_organizations_changes.log_metric_log_metric_filter_aws_organizations_changes_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk.metric_alarm_kms_cmk_deletion_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_root_usage.log_metric_log_metric_filter_root_usage_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_sign_in_without_mfa.log_metric_filter_sign_in_without_mfa_configured
aws,cloudwatch,aws.cloudwatch.log_metric_filter_unauthorized_api_calls.log_metric_filter_unauthorized_api_calls_configured
aws,cloudwatch,aws.cloudwatch.loggroup.encryption_at_rest_cmek_configured
aws,cloudwatch,aws.cloudwatch.loggroup.log_cross_account_destinations_restricted
aws,cloudwatch,aws.cloudwatch.loggroup.log_destination_encrypted
aws,cloudwatch,aws.cloudwatch.loggroup.log_destination_least_privilege
aws,cloudwatch,aws.cloudwatch.loggroup.log_immutability_or_object_lock_if_supported
aws,cloudwatch,aws.cloudwatch.loggroup.rbac_least_privilege
aws,cloudwatch,aws.cloudwatch.loggroup.retention_days_minimum
aws,cloudwatch,aws.cloudwatch.loggroup.retention_period_check
aws,cloudwatch,aws.cloudwatch.logstream.encryption_at_rest_enabled
aws,cloudwatch,aws.cloudwatch.logstream.ingestion_auth_required
aws,cloudwatch,aws.cloudwatch.logstream.log_cross_account_destinations_restricted
aws,cloudwatch,aws.cloudwatch.logstream.log_destination_encrypted
aws,cloudwatch,aws.cloudwatch.logstream.log_destination_least_privilege
aws,cloudwatch,aws.cloudwatch.logstream.retention_days_minimum
aws,cloudwatch,aws.cloudwatch.metric.admin_activity_logging_enabled
aws,cloudwatch,aws.cloudwatch.metric.alerts_for_anomalies_configured
aws,cloudwatch,aws.cloudwatch.metric.api_access_log_fields_identity_configured
aws,cloudwatch,aws.cloudwatch.metric.api_access_log_sink_configured
